/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth0dd0907 = 10000"
"netBandwidth.veth0dd0907 = 12500000"
"netFullDuplex.veth0dd0907 = full"
"netSpeed.veth1054dea = 10000"
"netBandwidth.veth1054dea = 12500000"
"netFullDuplex.veth1054dea = full"
"netSpeed.veth1fdd3a3 = 10000"
"netBandwidth.veth1fdd3a3 = 12500000"
"netFullDuplex.veth1fdd3a3 = full"
"netSpeed.veth3b5195c = 10000"
"netBandwidth.veth3b5195c = 12500000"
"netFullDuplex.veth3b5195c = full"
"netSpeed.veth431deb5 = 10000"
"netBandwidth.veth431deb5 = 12500000"
"netFullDuplex.veth431deb5 = full"
"netSpeed.veth444c3c1 = 10000"
"netBandwidth.veth444c3c1 = 12500000"
"netFullDuplex.veth444c3c1 = full"
"netSpeed.veth7e0752f = 10000"
"netBandwidth.veth7e0752f = 12500000"
"netFullDuplex.veth7e0752f = full"
"netSpeed.veth857c02e = 10000"
"netBandwidth.veth857c02e = 12500000"
"netFullDuplex.veth857c02e = full"
"netSpeed.veth8661b53 = 10000"
"netBandwidth.veth8661b53 = 12500000"
"netFullDuplex.veth8661b53 = full"
"netSpeed.veth88176e2 = 10000"
"netBandwidth.veth88176e2 = 12500000"
"netFullDuplex.veth88176e2 = full"
"netSpeed.vethb5cc02b = 10000"
"netBandwidth.vethb5cc02b = 12500000"
"netFullDuplex.vethb5cc02b = full"
"netSpeed.vethb785b46 = 10000"
"netBandwidth.vethb785b46 = 12500000"
"netFullDuplex.vethb785b46 = full"
"netSpeed.vethd1af9e3 = 10000"
"netBandwidth.vethd1af9e3 = 12500000"
"netFullDuplex.vethd1af9e3 = full"
"netSpeed.vethd30c2f4 = 10000"
"netBandwidth.vethd30c2f4 = 12500000"
"netFullDuplex.vethd30c2f4 = full"
"netSpeed.vethfd4426a = 10000"
"netBandwidth.vethfd4426a = 12500000"
"netFullDuplex.vethfd4426a = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth0dd0907,veth1054dea,veth1fdd3a3,veth3b5195c,veth431deb5,veth444c3c1,veth7e0752f,veth857c02e,veth8661b53,veth88176e2,vethb5cc02b,vethb785b46,vethd1af9e3,vethd30c2f4,vethfd4426a,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 06:56:03 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth0dd0907",,"net/veth1054dea",,"net/veth1fdd3a3",,"net/veth3b5195c",,"net/veth431deb5",,"net/veth444c3c1",,"net/veth7e0752f",,"net/veth857c02e",,"net/veth8661b53",,"net/veth88176e2",,"net/vethb5cc02b",,"net/vethb785b46",,"net/vethd1af9e3",,"net/vethd30c2f4",,"net/vethfd4426a",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556200881.358,55.370,4.328,39.275,0.353,0.0,0.673,7303844.0,4149046.0,20408430.0,3777388.0,0.0,0.0,2126791.0,6433232.0,2204503.0,6393404.0,0.0,0.0,1710089.0,6011191.0,0.0,0.0,2258298.0,6287420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41415504.0,44277807.0,0.0,158654464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18706.0,0.0,0.0,0.0,0.0,0.0,0.0,9080025088.0,1668702208.0,21077770240.0,68121112576.0,0.0,0.0
1556200882.358,58.960,5.198,34.694,0.446,0.0,0.702,11347078.0,5908393.0,18779802.0,5940966.0,0.0,0.0,3114367.0,6781622.0,3113825.0,6316370.0,0.0,0.0,2645153.0,6090615.0,0.0,0.0,3316650.0,6645878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50110710.0,55067118.0,0.0,204759040.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19563.0,0.0,0.0,0.0,3.0,0.0,0.0,9187721216.0,1668702208.0,21114195968.0,67976990720.0,0.0,0.0
1556200883.358,53.329,4.355,41.559,0.316,0.0,0.442,5923549.0,4114816.0,22189666.0,2766620.0,0.0,0.0,2508731.0,6444230.0,1744737.0,6681315.0,0.0,0.0,1327609.0,6565314.0,0.0,0.0,2541095.0,6800668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41499672.0,43096824.0,0.0,145711104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19723.0,0.0,0.0,0.0,0.0,0.0,0.0,9223864320.0,1668702208.0,21083934720.0,67971108864.0,0.0,0.0
1556200884.358,56.846,4.117,38.142,0.255,0.0,0.638,8393672.0,5124435.0,21972694.0,4226370.0,0.0,0.0,2844903.0,7244128.0,2344251.0,6745896.0,0.0,0.0,1869519.0,6758203.0,0.0,0.0,3230103.0,6783235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47297049.0,50262783.0,0.0,103337984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17399.0,0.0,0.0,0.0,0.0,0.0,0.0,9228537856.0,1668702208.0,21111681024.0,67938689024.0,0.0,0.0
1556200885.358,54.057,3.821,41.111,0.284,0.0,0.726,4862199.0,3353469.0,22389949.0,2318301.0,0.0,0.0,959556.0,6069298.0,2361174.0,6281165.0,0.0,0.0,1878047.0,6809546.0,0.0,0.0,1163279.0,6688225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37866653.0,39197385.0,0.0,106520576.0,0.0,0.0,0.0,49451008.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,7908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17996.0,0.0,0.0,0.0,98.0,0.0,0.0,9235562496.0,1668702208.0,21138436096.0,67904909312.0,0.0,0.0
1556200886.358,57.602,3.778,37.559,0.281,0.0,0.781,6534628.0,4313187.0,21375168.0,3056802.0,0.0,0.0,1052390.0,6586547.0,2741891.0,6620925.0,0.0,0.0,3730176.0,6934750.0,0.0,0.0,1079774.0,5942472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42080900.0,44071256.0,0.0,150556672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19112.0,0.0,0.0,0.0,0.0,0.0,0.0,9255452672.0,1668702208.0,21214556160.0,67808899072.0,0.0,0.0
1556200887.357,53.730,4.611,40.506,0.352,0.0,0.801,6836990.0,4491310.0,22334642.0,3279390.0,0.0,0.0,1161334.0,6679528.0,3266203.0,6989183.0,0.0,0.0,3208172.0,7509418.0,0.0,0.0,1338138.0,6069238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44015687.0,46113459.0,0.0,158806016.0,0.0,0.0,0.0,114688.0,0.0,0.0,0.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20101.0,0.0,0.0,0.0,7.0,0.0,0.0,9284702208.0,1668702208.0,21197844480.0,67796361216.0,0.0,0.0
1556200888.358,57.565,4.870,36.429,0.325,0.0,0.812,10238563.0,5694638.0,20024222.0,5408356.0,0.0,0.0,1679417.0,6301955.0,3531127.0,6912479.0,0.0,0.0,4384471.0,6747618.0,0.0,0.0,1932573.0,6485067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49255553.0,53385953.0,0.0,133513216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18104.0,0.0,0.0,0.0,0.0,0.0,0.0,9335816192.0,1668702208.0,21258211328.0,67684880384.0,0.0,0.0
1556200889.358,55.809,4.313,38.655,0.386,0.0,0.837,6333620.0,3835543.0,21984931.0,3338155.0,0.0,0.0,1838894.0,6638414.0,1801278.0,6166843.0,0.0,0.0,1732043.0,6808686.0,0.0,0.0,2056861.0,6380366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40632007.0,42886427.0,0.0,177516544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21181.0,0.0,0.0,0.0,0.0,0.0,0.0,9396310016.0,1668702208.0,21346009088.0,67536588800.0,0.0,0.0
1556200890.358,53.529,4.344,40.754,0.351,0.0,1.022,6934990.0,3874366.0,21507730.0,3750134.0,0.0,0.0,2060030.0,6225570.0,1622905.0,6134220.0,0.0,0.0,1585555.0,6555284.0,0.0,0.0,2349374.0,6814827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41057039.0,43821892.0,0.0,104886272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17390.0,0.0,0.0,0.0,0.0,0.0,0.0,9429540864.0,1668702208.0,21283274752.0,67566092288.0,0.0,0.0
1556200891.358,57.256,3.929,37.801,0.253,0.0,0.760,7210555.0,4378594.0,21745388.0,3724778.0,0.0,0.0,2298373.0,7047690.0,1917920.0,6601327.0,0.0,0.0,1667733.0,6307657.0,0.0,0.0,2664514.0,6437619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43125883.0,45657606.0,0.0,142176256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18630.0,0.0,0.0,0.0,0.0,0.0,0.0,9493200896.0,1668702208.0,21346201600.0,67439505408.0,0.0,0.0
1556200892.357,62.520,4.685,31.656,0.475,0.0,0.665,10142478.0,4802229.0,18287900.0,5517825.0,0.0,0.0,3067927.0,6520339.0,1734258.0,5501965.0,0.0,0.0,1683865.0,5401375.0,0.0,0.0,3649170.0,6898397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44918469.0,49854236.0,0.0,228417536.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20343.0,0.0,0.0,0.0,3.0,0.0,0.0,9538560000.0,1668702208.0,21473792000.0,67266555904.0,0.0,0.0
1556200893.358,57.643,5.909,35.067,0.353,0.0,1.028,10597894.0,6461981.0,18815918.0,5028930.0,0.0,0.0,4231831.0,6657094.0,2375820.0,6854397.0,0.0,0.0,2232163.0,6503662.0,0.0,0.0,4124059.0,5998626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50833321.0,54521166.0,0.0,159215616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18476.0,0.0,0.0,0.0,0.0,0.0,0.0,9544249344.0,1668702208.0,21364473856.0,67370184704.0,0.0,0.0
1556200894.358,61.094,5.468,32.301,0.221,0.0,0.917,13748025.0,7709824.0,18200929.0,6607267.0,0.0,0.0,5762235.0,7350238.0,2465393.0,6384219.0,0.0,0.0,2373809.0,6562342.0,0.0,0.0,5783310.0,7320891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58560223.0,64084417.0,0.0,85884928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14656.0,0.0,0.0,0.0,0.0,0.0,0.0,9567199232.0,1668702208.0,21395091456.0,67316617216.0,0.0,0.0
1556200895.358,60.296,4.377,34.257,0.220,0.0,0.850,10551945.0,6149943.0,19763262.0,5143983.0,0.0,0.0,1134543.0,6157419.0,5112322.0,7438065.0,0.0,0.0,5063746.0,7435783.0,0.0,0.0,1437412.0,5837218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51223658.0,55130154.0,0.0,93212672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16218.0,0.0,0.0,0.0,0.0,0.0,0.0,9568440320.0,1668702208.0,21426864128.0,67283603456.0,0.0,0.0
1556200896.358,59.713,4.713,34.522,0.191,0.0,0.860,12431401.0,6618086.0,20465085.0,6588744.0,0.0,0.0,719012.0,6384516.0,5869433.0,7529207.0,0.0,0.0,6084331.0,8039388.0,0.0,0.0,1036759.0,6154874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55318786.0,60605982.0,0.0,93982720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16066.0,0.0,0.0,0.0,0.0,0.0,0.0,9584185344.0,1668702208.0,21461037056.0,67233685504.0,0.0,0.0
1556200897.358,57.708,4.490,36.703,0.345,0.0,0.754,6605829.0,4302338.0,21018015.0,3242569.0,0.0,0.0,848211.0,6473368.0,3086209.0,6310636.0,0.0,0.0,3280844.0,6949793.0,0.0,0.0,1231904.0,5779026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41591753.0,43628830.0,0.0,160722944.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19758.0,0.0,0.0,0.0,3.0,0.0,0.0,9585954816.0,1668702208.0,21542264832.0,67150688256.0,0.0,0.0
1556200898.358,53.456,3.932,41.978,0.349,0.0,0.285,2516972.0,2239225.0,23991150.0,1578645.0,0.0,0.0,995242.0,6550559.0,808629.0,6223761.0,0.0,0.0,699944.0,6394951.0,0.0,0.0,1218553.0,6264664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32869652.0,33058753.0,0.0,166055936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21113.0,0.0,0.0,0.0,0.0,0.0,0.0,9591754752.0,1668702208.0,21520130048.0,67167023104.0,0.0,0.0
1556200899.358,53.167,3.388,42.495,0.412,0.0,0.538,3208408.0,2350564.0,23138941.0,1903493.0,0.0,0.0,994086.0,6562867.0,949731.0,6053236.0,0.0,0.0,888153.0,6744215.0,0.0,0.0,1286314.0,5638541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33309797.0,34046603.0,0.0,129921024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19066.0,0.0,0.0,0.0,0.0,0.0,0.0,9601056768.0,1668702208.0,21567680512.0,67110170624.0,0.0,0.0
1556200900.357,55.807,3.829,39.203,0.596,0.0,0.565,3535082.0,3066112.0,21032364.0,1478480.0,0.0,0.0,1320998.0,6064503.0,1471372.0,5602285.0,0.0,0.0,1245637.0,5853989.0,0.0,0.0,1657401.0,6554521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34107547.0,34673936.0,0.0,173244416.0,0.0,0.0,0.0,54349824.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,7856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20384.0,0.0,0.0,0.0,111.0,0.0,0.0,9599606784.0,1668702208.0,21656285184.0,67023015936.0,0.0,0.0
1556200901.358,55.091,4.660,39.228,0.319,0.0,0.702,7302712.0,4636873.0,22673666.0,3365933.0,0.0,0.0,1867341.0,7625330.0,2493911.0,6249040.0,0.0,0.0,2593829.0,7320899.0,0.0,0.0,2483515.0,6605508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45460553.0,47582175.0,0.0,120832000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18207.0,0.0,0.0,0.0,0.0,0.0,0.0,9606320128.0,1668702208.0,21600505856.0,67072081920.0,0.0,0.0
1556200902.358,56.518,4.534,38.098,0.504,0.0,0.346,4844498.0,3243048.0,22073670.0,2557258.0,0.0,0.0,1234935.0,5963423.0,2051186.0,6428939.0,0.0,0.0,1806985.0,6667356.0,0.0,0.0,1205974.0,6261990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37339652.0,38918742.0,0.0,233721856.0,0.0,0.0,0.0,106496.0,0.0,0.0,0.0,924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21768.0,0.0,0.0,0.0,8.0,0.0,0.0,9605582848.0,1668702208.0,21749940224.0,66923384832.0,0.0,0.0
1556200903.358,54.823,3.720,40.637,0.410,0.0,0.410,3561105.0,2690116.0,22456244.0,1880464.0,0.0,0.0,1306778.0,6021745.0,1233948.0,6560669.0,0.0,0.0,983154.0,5836937.0,0.0,0.0,1318290.0,6276792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34141398.0,34802723.0,0.0,195973120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21148.0,0.0,0.0,0.0,0.0,0.0,0.0,9607032832.0,1668702208.0,21657243648.0,67014631424.0,0.0,0.0
1556200904.358,57.335,3.668,38.245,0.219,0.0,0.533,6851658.0,3823613.0,22477946.0,3886188.0,0.0,0.0,1123362.0,6176319.0,2908353.0,7135069.0,0.0,0.0,2358438.0,6847176.0,0.0,0.0,1107981.0,6311333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41746455.0,44474742.0,0.0,99086336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17419.0,0.0,0.0,0.0,0.0,0.0,0.0,9606918144.0,1668702208.0,21687558144.0,66984431616.0,0.0,0.0
1556200905.357,51.855,3.491,43.805,0.314,0.0,0.535,4488029.0,2806215.0,22509302.0,2346265.0,0.0,0.0,1507366.0,6448258.0,1537863.0,6155528.0,0.0,0.0,975523.0,6323804.0,0.0,0.0,1383062.0,6533854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35944014.0,37497724.0,0.0,91607040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16146.0,0.0,0.0,0.0,0.0,0.0,0.0,9611456512.0,1668702208.0,21713432576.0,66954018816.0,0.0,0.0
1556200906.358,52.145,3.265,43.918,0.192,0.0,0.480,3492161.0,2700006.0,21006418.0,1861337.0,0.0,0.0,1264463.0,5781916.0,1357441.0,6122623.0,0.0,0.0,845493.0,5745423.0,0.0,0.0,1373045.0,5592214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32650370.0,33273361.0,0.0,92635136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16486.0,0.0,0.0,0.0,0.0,0.0,0.0,9612660736.0,1668702208.0,21739761664.0,66926485504.0,0.0,0.0
1556200907.358,55.282,3.864,39.950,0.405,0.0,0.499,5789632.0,3321553.0,23098281.0,3279350.0,0.0,0.0,1927091.0,6965020.0,1446560.0,6491438.0,0.0,0.0,1024751.0,6493913.0,0.0,0.0,2005231.0,6544883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39485392.0,41751948.0,0.0,158285824.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20858.0,0.0,0.0,0.0,3.0,0.0,0.0,9616809984.0,1668702208.0,21813710848.0,66848387072.0,0.0,0.0
1556200908.358,59.088,4.340,35.692,0.283,0.0,0.597,7102613.0,3918533.0,22624323.0,3732351.0,0.0,0.0,2646771.0,7231824.0,1591753.0,6332101.0,0.0,0.0,1129261.0,6565907.0,0.0,0.0,2676704.0,6967833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42911327.0,45775199.0,0.0,163221504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19699.0,0.0,0.0,0.0,0.0,0.0,0.0,9618685952.0,1668702208.0,21903896576.0,66756325376.0,0.0,0.0
1556200909.357,56.338,3.981,38.854,0.350,0.0,0.478,6640604.0,4251980.0,20520696.0,3508825.0,0.0,0.0,2669171.0,6084899.0,1608550.0,6136449.0,0.0,0.0,1151836.0,6264319.0,0.0,0.0,2649329.0,6204635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40625037.0,42755182.0,0.0,134172672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18809.0,0.0,0.0,0.0,0.0,0.0,0.0,9625559040.0,1668702208.0,21859586048.0,66793762816.0,0.0,0.0
1556200910.358,54.589,4.335,39.968,0.380,0.0,0.728,5945844.0,3572501.0,23658166.0,3214891.0,0.0,0.0,1332303.0,6767521.0,2419807.0,7043837.0,0.0,0.0,1827712.0,6890737.0,0.0,0.0,1353534.0,6683622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41123838.0,43264650.0,0.0,170737664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20869.0,0.0,0.0,0.0,0.0,0.0,0.0,9627652096.0,1668702208.0,21947019264.0,66704236544.0,0.0,0.0
1556200911.358,56.883,3.928,38.326,0.351,0.0,0.511,6427896.0,3280167.0,22202183.0,3782546.0,0.0,0.0,1473832.0,6445483.0,1899557.0,6611098.0,0.0,0.0,1411506.0,5966976.0,0.0,0.0,1642541.0,6666048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39241431.0,42087805.0,0.0,147939328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19563.0,0.0,0.0,0.0,0.0,0.0,0.0,9634914304.0,1668702208.0,21911035904.0,66732957696.0,0.0,0.0
1556200912.357,59.837,4.368,34.664,0.503,0.0,0.629,7569109.0,4221905.0,21383581.0,4129753.0,0.0,0.0,2013243.0,6498624.0,2382166.0,6738025.0,0.0,0.0,1842467.0,6426348.0,0.0,0.0,2109363.0,6348880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42800655.0,45859245.0,0.0,232157184.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21125.0,0.0,0.0,0.0,3.0,0.0,0.0,9641050112.0,1668702208.0,22061076480.0,66576781312.0,0.0,0.0
1556200913.358,60.529,4.966,33.280,0.387,0.0,0.838,11076912.0,5898818.0,18802549.0,5784097.0,0.0,0.0,3739583.0,6595747.0,2415147.0,5997741.0,0.0,0.0,1933628.0,6480865.0,0.0,0.0,4206304.0,6710839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000376.0,54703709.0,0.0,172089344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18822.0,0.0,0.0,0.0,0.0,0.0,0.0,9664212992.0,1668702208.0,21949210624.0,66665484288.0,0.0,0.0
1556200914.358,57.596,4.028,37.298,0.254,0.0,0.825,8950201.0,4805430.0,21557802.0,4750955.0,0.0,0.0,2608637.0,7127639.0,2296954.0,6681161.0,0.0,0.0,1803718.0,6563295.0,0.0,0.0,3074239.0,6717650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46562182.0,50331268.0,0.0,93577216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16285.0,0.0,0.0,0.0,0.0,0.0,0.0,9695944704.0,1668702208.0,21978533888.0,66604429312.0,0.0,0.0
