/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth165e084 = 10000"
"netBandwidth.veth165e084 = 12500000"
"netFullDuplex.veth165e084 = full"
"netSpeed.veth476bbe7 = 10000"
"netBandwidth.veth476bbe7 = 12500000"
"netFullDuplex.veth476bbe7 = full"
"netSpeed.veth71caa76 = 10000"
"netBandwidth.veth71caa76 = 12500000"
"netFullDuplex.veth71caa76 = full"
"netSpeed.veth9720a50 = 10000"
"netBandwidth.veth9720a50 = 12500000"
"netFullDuplex.veth9720a50 = full"
"netSpeed.vetha7962eb = 10000"
"netBandwidth.vetha7962eb = 12500000"
"netFullDuplex.vetha7962eb = full"
"netSpeed.vethb741a0c = 10000"
"netBandwidth.vethb741a0c = 12500000"
"netFullDuplex.vethb741a0c = full"
"netSpeed.vethd8d6539 = 10000"
"netBandwidth.vethd8d6539 = 12500000"
"netFullDuplex.vethd8d6539 = full"
"netSpeed.vethfb15e38 = 10000"
"netBandwidth.vethfb15e38 = 12500000"
"netFullDuplex.vethfb15e38 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth165e084,veth476bbe7,veth71caa76,veth9720a50,vetha7962eb,vethb741a0c,vethd8d6539,vethfb15e38,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 06:24:52 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth165e084",,"net/veth476bbe7",,"net/veth71caa76",,"net/veth9720a50",,"net/vetha7962eb",,"net/vethb741a0c",,"net/vethd8d6539",,"net/vethfb15e38",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556199022.688,50.320,6.362,40.857,0.256,0.0,2.206,10797361.0,5634932.0,2807885.0,7770193.0,2688987.0,7756443.0,2823146.0,7773381.0,0.0,0.0,2671631.0,7760735.0,24933481.0,6693559.0,0.0,0.0,0.0,0.0,54720038.0,59827578.0,0.0,112783360.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19614.0,0.0,0.0,0.0,3.0,0.0,0.0,8077414400.0,1668136960.0,21012430848.0,69189627904.0,0.0,0.0
1556199023.689,49.044,6.803,41.659,0.292,0.0,2.203,10979574.0,5725560.0,2856956.0,7896572.0,2713520.0,7877471.0,2866099.0,7894687.0,0.0,0.0,2725785.0,7890412.0,25299251.0,6818608.0,0.0,0.0,0.0,0.0,55612960.0,60858819.0,0.0,112615424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19545.0,0.0,0.0,0.0,0.0,0.0,0.0,8075956224.0,1668136960.0,21048000512.0,69155516416.0,0.0,0.0
1556199024.689,49.127,6.436,41.915,0.323,0.0,2.199,10840829.0,5654438.0,2825022.0,7786500.0,2707442.0,7776884.0,2803564.0,7755089.0,0.0,0.0,2665841.0,7746368.0,24938470.0,6716870.0,0.0,0.0,0.0,0.0,54779166.0,59926679.0,0.0,111198208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19214.0,0.0,0.0,0.0,0.0,0.0,0.0,8079482880.0,1668136960.0,21084549120.0,69115441152.0,0.0,0.0
1556199025.689,49.482,6.602,41.553,0.259,0.0,2.104,10776655.0,5638998.0,2778686.0,7775745.0,2649003.0,7772529.0,2843276.0,7812458.0,0.0,0.0,2702852.0,7809016.0,25085570.0,6678244.0,0.0,0.0,0.0,0.0,54789867.0,59864694.0,0.0,111677440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19391.0,0.0,0.0,0.0,0.0,0.0,0.0,8082223104.0,1668136960.0,21123502080.0,69073747968.0,0.0,0.0
1556199026.689,53.408,8.875,34.759,0.772,0.0,2.186,10940046.0,5561219.0,2777702.0,7766242.0,2673954.0,7769674.0,2761433.0,7754385.0,0.0,0.0,2650542.0,7761332.0,24938864.0,6788941.0,0.0,0.0,0.0,0.0,54602582.0,59949886.0,0.0,369373184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24583.0,0.0,0.0,0.0,0.0,0.0,0.0,8089444352.0,1668136960.0,21391212544.0,68798816256.0,0.0,0.0
1556199027.689,53.248,7.994,36.401,0.605,0.0,1.752,10612079.0,5475727.0,2724155.0,7699369.0,2574212.0,7687993.0,2722074.0,7712638.0,0.0,0.0,2645486.0,7735220.0,24903674.0,6589360.0,0.0,0.0,0.0,0.0,53868503.0,58966916.0,0.0,298557440.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,1264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23715.0,0.0,0.0,0.0,3.0,0.0,0.0,8100237312.0,1668136960.0,21190131712.0,68989104128.0,0.0,0.0
1556199028.689,49.968,7.032,40.387,0.355,0.0,2.258,11063660.0,5809089.0,2881115.0,7968112.0,2761531.0,7951991.0,2861381.0,7945328.0,0.0,0.0,2738451.0,7948356.0,25592409.0,6865426.0,0.0,0.0,0.0,0.0,56079064.0,61282954.0,0.0,119902208.0,0.0,0.0,0.0,57446400.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,10612.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20887.0,0.0,0.0,0.0,111.0,0.0,0.0,8091656192.0,1668136960.0,21226901504.0,68960915456.0,0.0,0.0
1556199029.689,49.710,6.995,40.748,0.258,0.0,2.289,10874624.0,5764349.0,2851371.0,7823301.0,2728038.0,7827042.0,2860468.0,7822020.0,0.0,0.0,2707819.0,7816227.0,25120801.0,6745942.0,0.0,0.0,0.0,0.0,55292866.0,60363400.0,0.0,118595584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20588.0,0.0,0.0,0.0,0.0,0.0,0.0,8090238976.0,1668136960.0,21264863232.0,68924370944.0,0.0,0.0
1556199030.689,50.474,6.606,40.234,0.284,0.0,2.402,10816770.0,5600142.0,2792735.0,7803967.0,2660863.0,7774776.0,2807114.0,7794973.0,0.0,0.0,2667175.0,7801116.0,25082244.0,6713632.0,0.0,0.0,0.0,0.0,54748093.0,59907704.0,0.0,110751744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19312.0,0.0,0.0,0.0,0.0,0.0,0.0,8088854528.0,1668136960.0,21302747136.0,68887871488.0,0.0,0.0
1556199031.689,50.412,6.916,40.260,0.317,0.0,2.094,10902762.0,5728232.0,2830432.0,7821024.0,2694211.0,7813019.0,2854301.0,7824955.0,0.0,0.0,2708088.0,7809381.0,25119520.0,6767249.0,0.0,0.0,0.0,0.0,55190660.0,60332047.0,0.0,114745344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19882.0,0.0,0.0,0.0,0.0,0.0,0.0,8087695360.0,1668136960.0,21340119040.0,68851658752.0,0.0,0.0
1556199032.689,49.334,7.419,40.647,0.254,0.0,2.346,10897518.0,5685236.0,2821996.0,7819805.0,2705952.0,7823351.0,2829935.0,7829205.0,0.0,0.0,2696302.0,7823918.0,25125669.0,6764636.0,0.0,0.0,0.0,0.0,55152991.0,60341156.0,0.0,112766976.0,0.0,0.0,0.0,98304.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19616.0,0.0,0.0,0.0,9.0,0.0,0.0,8089812992.0,1668136960.0,21377257472.0,68812402688.0,0.0,0.0
1556199033.688,48.004,7.985,41.468,0.322,0.0,2.222,10759361.0,5622135.0,2780311.0,7747180.0,2666218.0,7751256.0,2824151.0,7767951.0,0.0,0.0,2696036.0,7769184.0,24920382.0,6656604.0,0.0,0.0,0.0,0.0,54609855.0,59684313.0,0.0,111550464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19296.0,0.0,0.0,0.0,0.0,0.0,0.0,8090558464.0,1668136960.0,21410656256.0,68778258432.0,0.0,0.0
1556199034.689,49.021,7.063,41.541,0.257,0.0,2.119,10998924.0,5724753.0,2847146.0,7870281.0,2720998.0,7858335.0,2843112.0,7877500.0,0.0,0.0,2719852.0,7884290.0,25299438.0,6843497.0,0.0,0.0,0.0,0.0,55555327.0,60792251.0,0.0,113102848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19684.0,0.0,0.0,0.0,0.0,0.0,0.0,8089346048.0,1668136960.0,21444227072.0,68745900032.0,0.0,0.0
1556199035.689,54.368,7.808,34.944,0.704,0.0,2.176,10851266.0,5541190.0,2762083.0,7748773.0,2632135.0,7736821.0,2777148.0,7776463.0,0.0,0.0,2663316.0,7780065.0,24936418.0,6725907.0,0.0,0.0,0.0,0.0,54473104.0,59772994.0,0.0,364662784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24490.0,0.0,0.0,0.0,0.0,0.0,0.0,8100200448.0,1668136960.0,21710610432.0,68468662272.0,0.0,0.0
1556199036.689,53.648,7.925,35.629,0.723,0.0,2.075,10835591.0,5533695.0,2747564.0,7812013.0,2664035.0,7830776.0,2781596.0,7832098.0,0.0,0.0,2650867.0,7820686.0,25240642.0,6732751.0,0.0,0.0,0.0,0.0,54725454.0,59976720.0,0.0,315752448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24039.0,0.0,0.0,0.0,0.0,0.0,0.0,8103116800.0,1668136960.0,21513302016.0,68663054336.0,0.0,0.0
1556199037.689,50.647,7.447,39.508,0.284,0.0,2.114,10813541.0,5770591.0,2859725.0,7782107.0,2713620.0,7765755.0,2839018.0,7760288.0,0.0,0.0,2707191.0,7764928.0,24937493.0,6699356.0,0.0,0.0,0.0,0.0,55001931.0,60001501.0,0.0,120958976.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20877.0,0.0,0.0,0.0,3.0,0.0,0.0,8100057088.0,1668136960.0,21548969984.0,68630446080.0,0.0,0.0
1556199038.689,50.159,7.207,40.242,0.287,0.0,2.105,10813444.0,5726101.0,2858396.0,7833183.0,2727053.0,7823935.0,2836716.0,7805306.0,0.0,0.0,2705925.0,7794086.0,25087638.0,6694342.0,0.0,0.0,0.0,0.0,55133219.0,60164098.0,0.0,116895744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20256.0,0.0,0.0,0.0,0.0,0.0,0.0,8097288192.0,1668136960.0,21590663168.0,68591521792.0,0.0,0.0
1556199039.689,50.159,7.011,40.799,0.317,0.0,1.713,10946143.0,5683712.0,2835260.0,7860193.0,2692295.0,7880199.0,2863949.0,7868794.0,0.0,0.0,2691578.0,7859380.0,25301702.0,6825798.0,0.0,0.0,0.0,0.0,55402071.0,60614763.0,0.0,113917952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19772.0,0.0,0.0,0.0,0.0,0.0,0.0,8098422784.0,1668136960.0,21626179584.0,68554870784.0,0.0,0.0
1556199040.689,48.980,7.047,41.231,0.255,0.0,2.487,10841491.0,5675906.0,2815522.0,7778139.0,2692697.0,7755210.0,2812107.0,7776890.0,0.0,0.0,2719743.0,7777148.0,24923300.0,6715130.0,0.0,0.0,0.0,0.0,54851789.0,60002228.0,0.0,111374336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19269.0,0.0,0.0,0.0,0.0,0.0,0.0,8098078720.0,1668136960.0,21664276480.0,68517117952.0,0.0,0.0
1556199041.688,49.486,6.367,41.511,0.322,0.0,2.315,10847398.0,5663948.0,2811341.0,7861652.0,2685645.0,7846982.0,2854835.0,7869760.0,0.0,0.0,2698597.0,7857325.0,25276569.0,6748140.0,0.0,0.0,0.0,0.0,55254636.0,60389310.0,0.0,111452160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19171.0,0.0,0.0,0.0,0.0,0.0,0.0,8100491264.0,1668136960.0,21699555328.0,68479426560.0,0.0,0.0
1556199042.689,49.486,6.808,41.426,0.257,0.0,2.023,10940330.0,5669582.0,2830731.0,7866406.0,2720902.0,7875428.0,2831537.0,7871536.0,0.0,0.0,2694212.0,7866499.0,25273194.0,6790193.0,0.0,0.0,0.0,0.0,55352161.0,60593650.0,0.0,109752320.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19032.0,0.0,0.0,0.0,3.0,0.0,0.0,8096239616.0,1668136960.0,21733138432.0,68450095104.0,0.0,0.0
1556199043.689,51.073,5.735,40.948,0.320,0.0,1.922,10838747.0,5674820.0,2809807.0,7765354.0,2703522.0,7782326.0,2822918.0,7724104.0,0.0,0.0,2690841.0,7765625.0,24940729.0,6720163.0,0.0,0.0,0.0,0.0,54839712.0,59921128.0,0.0,112734208.0,0.0,0.0,0.0,45252608.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,6412.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,19575.0,0.0,0.0,0.0,90.0,0.0,0.0,8097009664.0,1668136960.0,21770964992.0,68411498496.0,0.0,0.0
1556199044.689,53.030,8.176,35.717,0.737,0.0,2.340,10792469.0,5515967.0,2768072.0,7759781.0,2669517.0,7773248.0,2743943.0,7770153.0,0.0,0.0,2619573.0,7707233.0,24918978.0,6689404.0,0.0,0.0,0.0,0.0,54302151.0,59562126.0,0.0,370442240.0,0.0,0.0,0.0,12275712.0,0.0,0.0,0.0,1740.0,0.0,0.0,0.0,4256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24340.0,0.0,0.0,0.0,21.0,0.0,0.0,8110149632.0,1668136960.0,22042583040.0,68126740480.0,0.0,0.0
1556199045.689,53.399,8.075,35.525,0.734,0.0,2.266,10760815.0,5455329.0,2721709.0,7733233.0,2652188.0,7749338.0,2702474.0,7718638.0,0.0,0.0,2612225.0,7719227.0,24909612.0,6662646.0,0.0,0.0,0.0,0.0,54048402.0,59304225.0,0.0,329064448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23681.0,0.0,0.0,0.0,0.0,0.0,0.0,8109129728.0,1668136960.0,21836333056.0,68334010368.0,0.0,0.0
1556199046.689,50.064,7.279,39.987,0.318,0.0,2.352,10791771.0,5747651.0,2850783.0,7773568.0,2696220.0,7770621.0,2839198.0,7738186.0,0.0,0.0,2706194.0,7748761.0,24921525.0,6669225.0,0.0,0.0,0.0,0.0,54871331.0,59852584.0,0.0,119590912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20866.0,0.0,0.0,0.0,0.0,0.0,0.0,8104755200.0,1668136960.0,21872885760.0,68301832192.0,0.0,0.0
1556199047.689,50.624,7.163,39.815,0.256,0.0,2.143,11054295.0,5779427.0,2863608.0,7920155.0,2751820.0,7919262.0,2880421.0,7926174.0,0.0,0.0,2725194.0,7898641.0,25438268.0,6892870.0,0.0,0.0,0.0,0.0,55898074.0,61127492.0,0.0,119128064.0,0.0,0.0,0.0,77824.0,0.0,0.0,0.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20646.0,0.0,0.0,0.0,8.0,0.0,0.0,8106029056.0,1668136960.0,21912227840.0,68261216256.0,0.0,0.0
1556199048.689,51.057,6.598,39.942,0.288,0.0,2.114,10860013.0,5754120.0,2852526.0,7835433.0,2694497.0,7809651.0,2836657.0,7790029.0,0.0,0.0,2679598.0,7796633.0,25120424.0,6729481.0,0.0,0.0,0.0,0.0,55133537.0,60211414.0,0.0,117547008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20445.0,0.0,0.0,0.0,0.0,0.0,0.0,8103862272.0,1668136960.0,21950504960.0,68225105920.0,0.0,0.0
1556199049.689,50.049,6.673,40.914,0.292,0.0,2.073,10939419.0,5668759.0,2816285.0,7905054.0,2707460.0,7903218.0,2824680.0,7877390.0,0.0,0.0,2695106.0,7882739.0,25421102.0,6804901.0,0.0,0.0,0.0,0.0,55408637.0,60640586.0,0.0,112271360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19557.0,0.0,0.0,0.0,0.0,0.0,0.0,8103243776.0,1668136960.0,21987348480.0,68188880896.0,0.0,0.0
1556199050.689,50.805,6.441,40.164,0.347,0.0,2.242,10804307.0,5655545.0,2817980.0,7761066.0,2690961.0,7771046.0,2826833.0,7780766.0,0.0,0.0,2669450.0,7763421.0,24942084.0,6700133.0,0.0,0.0,0.0,0.0,54775592.0,59904821.0,0.0,113012736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19527.0,0.0,0.0,0.0,0.0,0.0,0.0,8105603072.0,1668136960.0,22024142848.0,68149727232.0,0.0,0.0
1556199051.689,49.920,6.825,40.980,0.320,0.0,1.955,10882168.0,5661471.0,2820989.0,7830421.0,2696296.0,7820413.0,2819210.0,7817696.0,0.0,0.0,2699718.0,7823389.0,25107165.0,6736890.0,178.0,112.0,0.0,0.0,55065482.0,60249194.0,0.0,112709632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19631.0,0.0,0.0,0.0,0.0,0.0,0.0,8107216896.0,1668136960.0,22060314624.0,68111941632.0,0.0,0.0
1556199052.688,50.176,6.812,40.614,0.288,0.0,2.111,10849476.0,5671799.0,2794168.0,7757702.0,2683887.0,7802378.0,2824520.0,7765110.0,0.0,0.0,2678693.0,7749619.0,25106130.0,6747494.0,0.0,0.0,0.0,0.0,54931295.0,59956964.0,0.0,112328704.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19471.0,0.0,0.0,0.0,3.0,0.0,0.0,8108969984.0,1668136960.0,22098321408.0,68072181760.0,0.0,0.0
1556199053.689,53.101,8.204,35.917,0.743,0.0,2.035,10842917.0,5505344.0,2782869.0,7820859.0,2655168.0,7752152.0,2757761.0,7788919.0,0.0,0.0,2626881.0,7780298.0,24924491.0,6716348.0,0.0,0.0,0.0,0.0,54392634.0,59808246.0,0.0,357834752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,23944.0,0.0,0.0,0.0,0.0,0.0,0.0,8115716096.0,1668136960.0,22354796544.0,67808960512.0,0.0,0.0
1556199054.689,55.411,7.511,34.341,0.732,0.0,2.005,10809766.0,5446368.0,2746166.0,7787975.0,2615994.0,7784545.0,2736793.0,7767951.0,0.0,0.0,2615158.0,7729932.0,25030859.0,6699067.0,0.0,0.0,0.0,0.0,54253656.0,59556015.0,0.0,353558528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24164.0,0.0,0.0,0.0,0.0,0.0,0.0,8123834368.0,1668136960.0,22160232448.0,67995406336.0,0.0,0.0
1556199055.689,50.177,6.690,40.335,0.354,0.0,2.445,10960952.0,5789693.0,2868333.0,7918769.0,2738104.0,7913211.0,2867606.0,7908085.0,0.0,0.0,2742424.0,7950292.0,25480293.0,6805715.0,0.0,0.0,0.0,0.0,55846067.0,60967289.0,0.0,119939072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20793.0,0.0,0.0,0.0,0.0,0.0,0.0,8119582720.0,1668136960.0,22196518912.0,67963371520.0,0.0,0.0
1556199056.689,50.064,7.005,40.263,0.321,0.0,2.346,10814641.0,5665874.0,2819002.0,7769155.0,2663787.0,7740339.0,2792993.0,7709550.0,0.0,0.0,2683806.0,7716262.0,24912306.0,6694701.0,84.0,84.0,0.0,0.0,54656629.0,59707494.0,0.0,116256768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20172.0,0.0,0.0,0.0,0.0,0.0,0.0,8117395456.0,1668136960.0,22235492352.0,67926585344.0,0.0,0.0
1556199057.688,50.543,6.362,40.569,0.320,0.0,2.206,10830425.0,5720855.0,2826854.0,7761665.0,2701625.0,7744740.0,2845535.0,7812790.0,0.0,0.0,2716569.0,7812665.0,24954510.0,6719581.0,0.0,0.0,0.0,0.0,54941840.0,60058120.0,0.0,116670464.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20390.0,0.0,0.0,0.0,3.0,0.0,0.0,8117239808.0,1668136960.0,22274121728.0,67888111616.0,0.0,0.0
1556199058.689,51.197,6.575,40.026,0.255,0.0,1.947,10840671.0,5714494.0,2822160.0,7793676.0,2675049.0,7790324.0,2822110.0,7803929.0,0.0,0.0,2682364.0,7801866.0,25119668.0,6754503.0,0.0,0.0,0.0,0.0,55005331.0,60094984.0,0.0,117268480.0,0.0,0.0,0.0,33783808.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,3800.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,20312.0,0.0,0.0,0.0,70.0,0.0,0.0,8116715520.0,1668136960.0,22309998592.0,67852759040.0,0.0,0.0
1556199059.689,49.250,6.943,41.167,0.261,0.0,2.379,10876955.0,5704839.0,2847935.0,7839128.0,2708586.0,7815722.0,2861148.0,7813735.0,0.0,0.0,2704249.0,7808758.0,25089856.0,6722538.0,0.0,0.0,0.0,0.0,55156895.0,60285373.0,0.0,113061888.0,0.0,0.0,0.0,23666688.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,6768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19710.0,0.0,0.0,0.0,42.0,0.0,0.0,8122474496.0,1668136960.0,22346395648.0,67810603008.0,0.0,0.0
1556199060.689,49.400,7.066,40.908,0.357,0.0,2.269,10937596.0,5710761.0,2815593.0,7846247.0,2707364.0,7896704.0,2846369.0,7874277.0,0.0,0.0,2701675.0,7857057.0,25283871.0,6804019.0,0.0,0.0,0.0,0.0,55365260.0,60605333.0,0.0,113520640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19631.0,0.0,0.0,0.0,0.0,0.0,0.0,8119984128.0,1668136960.0,22383656960.0,67775832064.0,0.0,0.0
1556199061.689,48.215,7.752,41.492,0.289,0.0,2.252,10844564.0,5638937.0,2835220.0,7796128.0,2706590.0,7753065.0,2792451.0,7781024.0,0.0,0.0,2628828.0,7753304.0,24963737.0,6718500.0,0.0,0.0,0.0,0.0,54788225.0,59950909.0,0.0,111812608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19394.0,0.0,0.0,0.0,0.0,0.0,0.0,8122675200.0,1668136960.0,22421864448.0,67734933504.0,0.0,0.0
1556199062.689,54.103,7.853,34.968,0.769,0.0,2.308,10934210.0,5569879.0,2787839.0,7902782.0,2665193.0,7890157.0,2816380.0,7858643.0,0.0,0.0,2683351.0,7870682.0,25411595.0,6808519.0,0.0,0.0,0.0,0.0,55206489.0,60486584.0,0.0,355602432.0,0.0,0.0,0.0,77824.0,0.0,0.0,0.0,1596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23780.0,0.0,0.0,0.0,8.0,0.0,0.0,8130539520.0,1668136960.0,22680592384.0,67468341248.0,0.0,0.0
1556199063.689,54.051,7.910,35.113,0.740,0.0,2.186,10773639.0,5474861.0,2757888.0,7719861.0,2634954.0,7702661.0,2728953.0,7717084.0,0.0,0.0,2639816.0,7711473.0,24753335.0,6660821.0,0.0,0.0,0.0,0.0,54049302.0,59312359.0,0.0,353574912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24956.0,0.0,0.0,0.0,0.0,0.0,0.0,8139149312.0,1668136960.0,22502690816.0,67637633024.0,0.0,0.0
