/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth089fd56 = 10000"
"netBandwidth.veth089fd56 = 12500000"
"netFullDuplex.veth089fd56 = full"
"netSpeed.veth4cdc7c7 = 10000"
"netBandwidth.veth4cdc7c7 = 12500000"
"netFullDuplex.veth4cdc7c7 = full"
"netSpeed.veth5ac9023 = 10000"
"netBandwidth.veth5ac9023 = 12500000"
"netFullDuplex.veth5ac9023 = full"
"netSpeed.veth80425ff = 10000"
"netBandwidth.veth80425ff = 12500000"
"netFullDuplex.veth80425ff = full"
"netSpeed.veth8518d0d = 10000"
"netBandwidth.veth8518d0d = 12500000"
"netFullDuplex.veth8518d0d = full"
"netSpeed.veth976ff36 = 10000"
"netBandwidth.veth976ff36 = 12500000"
"netFullDuplex.veth976ff36 = full"
"netSpeed.vethb13f83f = 10000"
"netBandwidth.vethb13f83f = 12500000"
"netFullDuplex.vethb13f83f = full"
"netSpeed.vethb65a4e5 = 10000"
"netBandwidth.vethb65a4e5 = 12500000"
"netFullDuplex.vethb65a4e5 = full"
"netSpeed.vethbf54e26 = 10000"
"netBandwidth.vethbf54e26 = 12500000"
"netFullDuplex.vethbf54e26 = full"
"netSpeed.vethdd763d2 = 10000"
"netBandwidth.vethdd763d2 = 12500000"
"netFullDuplex.vethdd763d2 = full"
"netSpeed.vethe8a6377 = 10000"
"netBandwidth.vethe8a6377 = 12500000"
"netFullDuplex.vethe8a6377 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth089fd56,veth4cdc7c7,veth5ac9023,veth80425ff,veth8518d0d,veth976ff36,vethb13f83f,vethb65a4e5,vethbf54e26,vethdd763d2,vethe8a6377,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 07:21:25 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth089fd56",,"net/veth4cdc7c7",,"net/veth5ac9023",,"net/veth80425ff",,"net/veth8518d0d",,"net/veth976ff36",,"net/vethb13f83f",,"net/vethb65a4e5",,"net/vethbf54e26",,"net/vethdd763d2",,"net/vethe8a6377",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556202653.852,35.423,6.019,57.774,0.313,0.0,0.470,4465824.0,2782902.0,1157454.0,2605726.0,1271152.0,2626190.0,0.0,0.0,1783797.0,3018244.0,0.0,0.0,0.0,0.0,1453462.0,2607206.0,0.0,0.0,7428333.0,1856930.0,0.0,0.0,0.0,0.0,21203885.0,22704835.0,0.0,217804800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10103.0,0.0,0.0,0.0,0.0,0.0,0.0,14827540480.0,1668706304.0,25901342720.0,57550020608.0,0.0,0.0
1556202654.852,43.271,4.255,51.907,0.158,0.0,0.410,4871306.0,3214488.0,1373107.0,2848093.0,1411964.0,2830996.0,0.0,0.0,2264427.0,3211365.0,0.0,0.0,0.0,0.0,1584731.0,2837463.0,0.0,0.0,7865128.0,1981937.0,0.0,0.0,0.0,0.0,23598239.0,25143841.0,0.0,36392960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6299.0,0.0,0.0,0.0,0.0,0.0,0.0,14924611584.0,1668706304.0,25915580416.0,57438711808.0,0.0,0.0
1556202655.851,45.288,4.902,49.399,0.032,0.0,0.380,4314425.0,2556360.0,1264150.0,2525270.0,1251227.0,2435236.0,0.0,0.0,1935125.0,2848800.0,0.0,0.0,0.0,0.0,1179249.0,2425093.0,0.0,0.0,6717440.0,1692642.0,0.0,0.0,0.0,0.0,20157588.0,21774297.0,0.0,30982144.0,0.0,0.0,0.0,17084416.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5397.0,0.0,0.0,0.0,36.0,0.0,0.0,14995779584.0,1668706304.0,25924231168.0,57358893056.0,0.0,0.0
1556202656.851,42.253,4.765,52.477,0.126,0.0,0.379,4138996.0,2514090.0,1123526.0,2528738.0,1117972.0,2458068.0,0.0,0.0,1837396.0,2917753.0,0.0,0.0,0.0,0.0,1148025.0,2410160.0,0.0,0.0,7209176.0,1798376.0,0.0,0.0,0.0,0.0,19893985.0,21377421.0,0.0,33165312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5771.0,0.0,0.0,0.0,0.0,0.0,0.0,15077851136.0,1668706304.0,25934565376.0,57266487296.0,0.0,0.0
1556202657.851,38.639,4.778,55.949,0.063,0.0,0.570,4420395.0,2680932.0,933355.0,2442347.0,1515848.0,2796719.0,0.0,0.0,1744992.0,2829794.0,0.0,0.0,0.0,0.0,1524991.0,2811041.0,0.0,0.0,7371772.0,1815559.0,0.0,0.0,0.0,0.0,21137144.0,22730414.0,0.0,32641024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5736.0,0.0,0.0,0.0,0.0,0.0,0.0,15083716608.0,1668706304.0,25945272320.0,57249914880.0,0.0,0.0
1556202658.852,40.069,3.878,55.549,0.063,0.0,0.441,2953616.0,1876628.0,915680.0,1694127.0,810482.0,1622768.0,0.0,0.0,1523162.0,2058867.0,0.0,0.0,0.0,0.0,760792.0,1603601.0,0.0,0.0,4557258.0,1151792.0,0.0,0.0,0.0,0.0,14046123.0,15023122.0,0.0,22683648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3926.0,0.0,0.0,0.0,0.0,0.0,0.0,15113818112.0,1668706304.0,25955434496.0,57209651200.0,0.0,0.0
1556202659.851,29.685,3.375,66.498,0.095,0.0,0.347,4369201.0,2273275.0,1012715.0,2464326.0,1243270.0,2519842.0,0.0,0.0,1535367.0,2744610.0,0.0,0.0,0.0,0.0,1245747.0,2505818.0,0.0,0.0,7044354.0,1901390.0,0.0,0.0,0.0,0.0,19532128.0,21437157.0,0.0,31969280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5685.0,0.0,0.0,0.0,0.0,0.0,0.0,15124549632.0,1668706304.0,25965617152.0,57188737024.0,0.0,0.0
1556202660.851,37.096,3.355,58.733,0.125,0.0,0.690,4316869.0,2783475.0,1383673.0,2715738.0,1111233.0,2514486.0,0.0,0.0,2201865.0,3137856.0,0.0,0.0,0.0,0.0,1074878.0,2550973.0,0.0,0.0,7371859.0,1693147.0,0.0,0.0,0.0,0.0,21166117.0,22598322.0,0.0,34353152.0,0.0,0.0,0.0,90112.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5854.0,0.0,0.0,0.0,7.0,0.0,0.0,15187173376.0,1668706304.0,25976733696.0,57114996736.0,0.0,0.0
1556202661.851,43.113,4.937,51.352,0.063,0.0,0.535,4675609.0,2536146.0,1204197.0,2828306.0,1276598.0,2818189.0,0.0,0.0,1895705.0,3257903.0,0.0,0.0,0.0,0.0,1211132.0,2797974.0,0.0,0.0,8192114.0,2031214.0,0.0,0.0,0.0,0.0,21908897.0,23879910.0,0.0,34398208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5979.0,0.0,0.0,0.0,0.0,0.0,0.0,15238938624.0,1668706304.0,25988386816.0,57051578368.0,0.0,0.0
1556202662.851,36.080,3.819,59.596,0.126,0.0,0.379,4715276.0,2786564.0,1040922.0,2706829.0,1399050.0,2913270.0,0.0,0.0,2108627.0,3223472.0,0.0,0.0,0.0,0.0,1345658.0,2885032.0,0.0,0.0,8192207.0,2051698.0,0.0,0.0,0.0,0.0,22503622.0,24272190.0,0.0,39473152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7033.0,0.0,0.0,0.0,0.0,0.0,0.0,15285080064.0,1668706304.0,26003591168.0,56990232576.0,0.0,0.0
1556202663.851,49.024,4.786,45.781,0.063,0.0,0.346,4568946.0,2680092.0,808713.0,2601117.0,1414173.0,2875018.0,0.0,0.0,1925541.0,3128382.0,0.0,0.0,0.0,0.0,1386825.0,2894751.0,0.0,0.0,8177047.0,2032578.0,0.0,0.0,0.0,0.0,21803253.0,23525827.0,0.0,33615872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5696.0,0.0,0.0,0.0,0.0,0.0,0.0,15370158080.0,1668706304.0,26012942336.0,56895803392.0,0.0,0.0
1556202664.852,26.384,3.851,69.192,0.095,0.0,0.477,4456836.0,2537179.0,1217542.0,2642563.0,1271966.0,2647329.0,0.0,0.0,1646937.0,2916777.0,0.0,0.0,0.0,0.0,1266160.0,2653523.0,0.0,0.0,7538547.0,1958852.0,0.0,0.0,0.0,0.0,20799573.0,22572476.0,0.0,38440960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6740.0,0.0,0.0,0.0,0.0,0.0,0.0,15382487040.0,1668706304.0,26027696128.0,56868720640.0,0.0,0.0
1556202665.851,47.840,4.983,46.421,0.126,0.0,0.631,5451375.0,3106396.0,1490929.0,3363812.0,1336137.0,3179284.0,0.0,0.0,2519266.0,3881434.0,0.0,0.0,0.0,0.0,1385294.0,3234154.0,0.0,0.0,9503078.0,2322448.0,0.0,0.0,0.0,0.0,25879313.0,28023951.0,0.0,42266624.0,0.0,0.0,0.0,18149376.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7375.0,0.0,0.0,0.0,43.0,0.0,0.0,15425253376.0,1668706304.0,26040926208.0,56812724224.0,0.0,0.0
1556202666.851,42.387,4.812,52.232,0.095,0.0,0.475,4581090.0,2898166.0,1241095.0,2690948.0,1403741.0,2833957.0,0.0,0.0,1904695.0,2999938.0,0.0,0.0,0.0,0.0,1366918.0,2817217.0,0.0,0.0,7865733.0,1954724.0,0.0,0.0,0.0,0.0,22160227.0,23686814.0,0.0,38711296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6625.0,0.0,0.0,0.0,0.0,0.0,0.0,15547478016.0,1668706304.0,26053115904.0,56678309888.0,0.0,0.0
1556202667.852,53.544,3.987,41.867,0.095,0.0,0.506,4743268.0,2847318.0,1468973.0,2896773.0,1276823.0,2725107.0,0.0,0.0,2095764.0,3191811.0,0.0,0.0,0.0,0.0,1229560.0,2720562.0,0.0,0.0,7863341.0,1948382.0,0.0,0.0,0.0,0.0,22452142.0,24189404.0,0.0,36036608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6263.0,0.0,0.0,0.0,0.0,0.0,0.0,15641694208.0,1668706304.0,26066583552.0,56570626048.0,0.0,0.0
1556202668.851,46.062,5.293,48.110,0.126,0.0,0.410,4824716.0,2861717.0,1349634.0,2936366.0,1304645.0,2857904.0,0.0,0.0,2164101.0,3340807.0,0.0,0.0,0.0,0.0,1220599.0,2842859.0,0.0,0.0,8358260.0,2099218.0,0.0,0.0,0.0,0.0,23030177.0,24827234.0,0.0,37621760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6539.0,0.0,0.0,0.0,0.0,0.0,0.0,15667486720.0,1668706304.0,26081054720.0,56530362368.0,0.0,0.0
1556202669.851,34.679,4.069,60.648,0.095,0.0,0.509,4872285.0,2814359.0,1310931.0,2937808.0,1248354.0,2855635.0,0.0,0.0,2281708.0,3433128.0,0.0,0.0,0.0,0.0,1215168.0,2856651.0,0.0,0.0,8359161.0,2064963.0,0.0,0.0,0.0,0.0,23069442.0,24951492.0,0.0,38985728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6772.0,0.0,0.0,0.0,0.0,0.0,0.0,15670046720.0,1668706304.0,26092253184.0,56516603904.0,0.0,0.0
1556202670.851,44.602,3.368,51.275,0.094,0.0,0.661,5185100.0,2747692.0,1394488.0,3119742.0,1394073.0,3041677.0,0.0,0.0,2040116.0,3524420.0,0.0,0.0,0.0,0.0,1339058.0,3051810.0,0.0,0.0,8843659.0,2204097.0,0.0,0.0,0.0,0.0,23904110.0,26151250.0,0.0,31662080.0,0.0,0.0,0.0,69632.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5607.0,0.0,0.0,0.0,7.0,0.0,0.0,15691395072.0,1668706304.0,26103930880.0,56483577856.0,0.0,0.0
1556202671.852,35.438,3.016,60.760,0.094,0.0,0.691,4488878.0,2919928.0,1122393.0,2670928.0,1442026.0,2812705.0,0.0,0.0,1934240.0,2974547.0,0.0,0.0,0.0,0.0,1336672.0,2755934.0,0.0,0.0,7866820.0,1960969.0,0.0,0.0,0.0,0.0,21991285.0,23398174.0,0.0,44969984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7711.0,0.0,0.0,0.0,0.0,0.0,0.0,15694790656.0,1668706304.0,26119262208.0,56464850944.0,0.0,0.0
1556202672.851,31.995,2.949,64.806,0.031,0.0,0.220,3392335.0,1935705.0,1013952.0,2053644.0,789476.0,1837194.0,0.0,0.0,1592570.0,2357045.0,0.0,0.0,0.0,0.0,657844.0,1820514.0,0.0,0.0,5461197.0,1385237.0,0.0,0.0,0.0,0.0,15480473.0,16813285.0,0.0,24723456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4325.0,0.0,0.0,0.0,0.0,0.0,0.0,15729430528.0,1668706304.0,26129022976.0,56420450304.0,0.0,0.0
1556202673.851,40.171,4.741,54.425,0.158,0.0,0.506,5029362.0,3021586.0,1440775.0,3008560.0,1415981.0,3006749.0,0.0,0.0,2172946.0,3397874.0,0.0,0.0,0.0,0.0,1499347.0,3029886.0,0.0,0.0,8518534.0,2109942.0,0.0,0.0,0.0,0.0,24157155.0,25976238.0,0.0,39497728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6851.0,0.0,0.0,0.0,0.0,0.0,0.0,15763623936.0,1668706304.0,26140143616.0,56375136256.0,0.0,0.0
1556202674.851,50.546,3.715,45.239,0.125,0.0,0.375,4856716.0,2746863.0,1023476.0,2873684.0,1346089.0,2988939.0,0.0,0.0,1933323.0,3283353.0,0.0,0.0,0.0,0.0,1505247.0,3101064.0,0.0,0.0,8684999.0,2145931.0,0.0,0.0,0.0,0.0,23007892.0,24934679.0,0.0,39657472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6918.0,0.0,0.0,0.0,0.0,0.0,0.0,15800352768.0,1668706304.0,26153136128.0,56325414912.0,0.0,0.0
1556202675.852,33.702,3.222,62.350,0.095,0.0,0.632,4555530.0,2835312.0,1358165.0,2711564.0,1403354.0,2766138.0,0.0,0.0,1894080.0,3003833.0,0.0,0.0,0.0,0.0,1249177.0,2701114.0,0.0,0.0,7702767.0,1944865.0,0.0,0.0,0.0,0.0,21910338.0,23491334.0,0.0,35713024.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6206.0,0.0,0.0,0.0,3.0,0.0,0.0,15805812736.0,1668706304.0,26165993472.0,56307097600.0,0.0,0.0
1556202676.852,44.469,2.923,52.231,0.063,0.0,0.314,4557683.0,2288865.0,1208619.0,2551633.0,1141847.0,2495413.0,0.0,0.0,1894484.0,2998149.0,0.0,0.0,0.0,0.0,1092680.0,2442374.0,0.0,0.0,6881870.0,1832021.0,0.0,0.0,0.0,0.0,19949318.0,22111049.0,0.0,28217344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4898.0,0.0,0.0,0.0,0.0,0.0,0.0,15814295552.0,1668706304.0,26178437120.0,56286171136.0,0.0,0.0
1556202677.851,30.875,3.201,65.328,0.094,0.0,0.502,3943762.0,2679834.0,1153762.0,2532429.0,922241.0,2353839.0,0.0,0.0,2094907.0,2985578.0,0.0,0.0,0.0,0.0,1110285.0,2479471.0,0.0,0.0,7371336.0,1699067.0,0.0,0.0,0.0,0.0,20098486.0,21180608.0,0.0,36417536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6316.0,0.0,0.0,0.0,0.0,0.0,0.0,15828713472.0,1668706304.0,26189361152.0,56260829184.0,0.0,0.0
1556202678.852,47.521,5.147,46.921,0.063,0.0,0.347,3565312.0,2060811.0,771424.0,1953203.0,1146147.0,2173870.0,0.0,0.0,1479970.0,2280800.0,0.0,0.0,0.0,0.0,1059102.0,2171576.0,0.0,0.0,5901637.0,1591746.0,0.0,0.0,0.0,0.0,16717809.0,18105400.0,0.0,27082752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4739.0,0.0,0.0,0.0,0.0,0.0,0.0,15918460928.0,1668706304.0,26198536192.0,56161906688.0,0.0,0.0
1556202679.852,42.439,4.558,52.499,0.126,0.0,0.377,4575454.0,2797187.0,1283596.0,2845853.0,1335017.0,2782788.0,0.0,0.0,2055587.0,3248481.0,0.0,0.0,0.0,0.0,1212267.0,2742121.0,0.0,0.0,8025921.0,1877222.0,0.0,0.0,0.0,0.0,22223704.0,23851996.0,0.0,36704256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6329.0,0.0,0.0,0.0,0.0,0.0,0.0,15951622144.0,1668706304.0,26211352576.0,56115929088.0,0.0,0.0
1556202680.852,36.994,3.544,59.051,0.063,0.0,0.348,4294281.0,2525231.0,1151660.0,2505150.0,1161642.0,2494650.0,0.0,0.0,1833092.0,2855269.0,0.0,0.0,0.0,0.0,1229419.0,2545676.0,0.0,0.0,7045632.0,1767189.0,0.0,0.0,0.0,0.0,20117314.0,21736342.0,0.0,48197632.0,0.0,0.0,0.0,28491776.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,2512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6386.0,0.0,0.0,0.0,56.0,0.0,0.0,15997722624.0,1668706304.0,26221666304.0,56059514880.0,0.0,0.0
1556202681.851,43.950,5.081,50.175,0.413,0.0,0.381,5142887.0,2835507.0,1414183.0,2980072.0,1401833.0,2948221.0,0.0,0.0,2242480.0,3444520.0,0.0,0.0,0.0,0.0,1214969.0,2807475.0,0.0,0.0,8195176.0,2108778.0,0.0,0.0,0.0,0.0,23454674.0,25556201.0,0.0,261120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10330.0,0.0,0.0,0.0,0.0,0.0,0.0,16016424960.0,1668706304.0,26455552000.0,55806926848.0,0.0,0.0
1556202682.851,52.286,5.645,41.280,0.378,0.0,0.410,4869519.0,3066966.0,1311462.0,2886928.0,1547444.0,2920664.0,0.0,0.0,2014003.0,3204626.0,0.0,0.0,0.0,0.0,1526625.0,2993721.0,0.0,0.0,8193466.0,1988515.0,0.0,0.0,0.0,0.0,23521590.0,25171233.0,0.0,263626752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11002.0,0.0,0.0,0.0,0.0,0.0,0.0,16049930240.0,1668706304.0,26378670080.0,55850303488.0,0.0,0.0
1556202683.851,41.811,3.521,53.977,0.094,0.0,0.597,4016151.0,2530420.0,1308390.0,2372768.0,1106047.0,2213033.0,0.0,0.0,1833545.0,2596552.0,0.0,0.0,0.0,0.0,1077184.0,2231517.0,0.0,0.0,6229766.0,1576398.0,0.0,0.0,0.0,0.0,18958094.0,20276539.0,0.0,41316352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5937.0,0.0,0.0,0.0,0.0,0.0,0.0,16074776576.0,1668706304.0,26255077376.0,55949049856.0,0.0,0.0
1556202684.851,23.202,3.374,72.852,0.095,0.0,0.477,4360349.0,2596309.0,1183284.0,2581100.0,1374740.0,2640272.0,0.0,0.0,1714428.0,2898445.0,0.0,0.0,0.0,0.0,1356521.0,2633336.0,0.0,0.0,7212818.0,1788616.0,0.0,0.0,0.0,0.0,20688295.0,22393442.0,0.0,33542144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5640.0,0.0,0.0,0.0,0.0,0.0,0.0,16086319104.0,1668706304.0,26266533888.0,55926050816.0,0.0,0.0
1556202685.851,56.396,4.275,38.854,0.095,0.0,0.380,4554129.0,2667102.0,1105195.0,2639819.0,1628440.0,2953668.0,0.0,0.0,1567624.0,2825692.0,0.0,0.0,0.0,0.0,1363581.0,2768586.0,0.0,0.0,7698372.0,1891488.0,0.0,0.0,0.0,0.0,21492340.0,23180255.0,0.0,33996800.0,0.0,0.0,0.0,65536.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5992.0,0.0,0.0,0.0,7.0,0.0,0.0,16174223360.0,1668706304.0,26278907904.0,55825772544.0,0.0,0.0
1556202686.852,15.353,2.066,82.104,0.064,0.0,0.413,3291513.0,2179723.0,932555.0,1768060.0,991909.0,1758142.0,0.0,0.0,1651252.0,2182622.0,0.0,0.0,0.0,0.0,1032902.0,1824265.0,0.0,0.0,4754924.0,1199446.0,0.0,0.0,0.0,0.0,15556479.0,16579431.0,0.0,22851584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3843.0,0.0,0.0,0.0,0.0,0.0,0.0,16171368448.0,1668706304.0,26288242688.0,55819292672.0,0.0,0.0
1556202687.852,32.165,3.693,63.605,0.126,0.0,0.410,2987978.0,1749403.0,589732.0,1566128.0,1057181.0,1887857.0,0.0,0.0,1212174.0,1921795.0,0.0,0.0,0.0,0.0,929372.0,1782980.0,0.0,0.0,4762467.0,1204344.0,0.0,0.0,0.0,0.0,13929238.0,15063907.0,0.0,22880256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4080.0,0.0,0.0,0.0,0.0,0.0,0.0,16181661696.0,1668706304.0,26294624256.0,55802617856.0,0.0,0.0
1556202688.852,26.812,3.324,69.579,0.0,0.0,0.285,3320493.0,1871722.0,751946.0,1930487.0,1091326.0,2102604.0,0.0,0.0,922086.0,1979127.0,0.0,0.0,0.0,0.0,1176857.0,2213143.0,0.0,0.0,5735977.0,1428954.0,0.0,0.0,0.0,0.0,15499296.0,16836873.0,0.0,26095616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4494.0,0.0,0.0,0.0,0.0,0.0,0.0,16218750976.0,1668706304.0,26303410176.0,55756742656.0,0.0,0.0
1556202689.852,36.231,3.604,59.690,0.095,0.0,0.379,3265362.0,1969457.0,1039266.0,1990871.0,796485.0,1785207.0,0.0,0.0,1601668.0,2282738.0,0.0,0.0,0.0,0.0,776129.0,1784758.0,0.0,0.0,5218407.0,1274760.0,0.0,0.0,0.0,0.0,15333140.0,16521697.0,0.0,24559616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4309.0,0.0,0.0,0.0,0.0,0.0,0.0,16253452288.0,1668706304.0,26313314304.0,55712137216.0,0.0,0.0
1556202690.852,27.737,2.903,69.012,0.032,0.0,0.316,3219450.0,1770938.0,737655.0,1851501.0,959141.0,1949057.0,0.0,0.0,1308223.0,2170187.0,0.0,0.0,0.0,0.0,888947.0,1920412.0,0.0,0.0,5434294.0,1371675.0,0.0,0.0,0.0,0.0,14959679.0,16302193.0,0.0,25161728.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4393.0,0.0,0.0,0.0,3.0,0.0,0.0,16259039232.0,1668706304.0,26321428480.0,55698436096.0,0.0,0.0
