/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth055d58e = 10000"
"netBandwidth.veth055d58e = 12500000"
"netFullDuplex.veth055d58e = full"
"netSpeed.veth4b7cb34 = 10000"
"netBandwidth.veth4b7cb34 = 12500000"
"netFullDuplex.veth4b7cb34 = full"
"netSpeed.veth53069cd = 10000"
"netBandwidth.veth53069cd = 12500000"
"netFullDuplex.veth53069cd = full"
"netSpeed.veth7851a61 = 10000"
"netBandwidth.veth7851a61 = 12500000"
"netFullDuplex.veth7851a61 = full"
"netSpeed.veth824b048 = 10000"
"netBandwidth.veth824b048 = 12500000"
"netFullDuplex.veth824b048 = full"
"netSpeed.vethdd8a625 = 10000"
"netBandwidth.vethdd8a625 = 12500000"
"netFullDuplex.vethdd8a625 = full"
"netSpeed.vethf30bd02 = 10000"
"netBandwidth.vethf30bd02 = 12500000"
"netFullDuplex.vethf30bd02 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth055d58e,veth4b7cb34,veth53069cd,veth7851a61,veth824b048,vethdd8a625,vethf30bd02,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 10:11:18 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth055d58e",,"net/veth4b7cb34",,"net/veth53069cd",,"net/veth7851a61",,"net/veth824b048",,"net/vethdd8a625",,"net/vethf30bd02",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556212637.069,53.135,3.642,42.527,0.475,0.0,0.222,1187592.0,1760300.0,22974672.0,728123.0,0.0,0.0,1059162.0,6589676.0,0.0,0.0,667770.0,6171951.0,157991.0,5608395.0,705745.0,5443850.0,28704786.0,28162792.0,0.0,159571968.0,0.0,105103360.0,0.0,45056.0,0.0,0.0,0.0,884.0,0.0,156.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11185.0,0.0,9970.0,0.0,3.0,0.0,0.0,10186063872.0,1805119488.0,22077022208.0,65879404544.0,0.0,0.0
1556212638.070,57.248,3.200,38.848,0.448,0.0,0.256,1842334.0,1891087.0,23771622.0,1179759.0,0.0,0.0,1168509.0,6824235.0,0.0,0.0,690977.0,5792171.0,311853.0,5944684.0,783039.0,6197569.0,30722703.0,30563479.0,0.0,140447744.0,0.0,106049536.0,0.0,0.0,0.0,0.0,0.0,712.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11230.0,0.0,9586.0,0.0,0.0,0.0,0.0,10188156928.0,1805119488.0,22084505600.0,65869828096.0,0.0,0.0
1556212639.070,54.411,2.952,41.867,0.321,0.0,0.449,3669243.0,2535495.0,22722280.0,2310966.0,0.0,0.0,1694701.0,6695703.0,0.0,0.0,641229.0,6184013.0,432350.0,5785326.0,1531840.0,5943482.0,33711199.0,34704302.0,0.0,59043840.0,0.0,103837696.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8597.0,0.0,9416.0,0.0,0.0,0.0,0.0,10186665984.0,1805119488.0,22019084288.0,65936740352.0,0.0,0.0
1556212640.070,57.873,2.651,38.719,0.347,0.0,0.410,2643391.0,2280780.0,22553590.0,1520370.0,0.0,0.0,1323821.0,6293696.0,0.0,0.0,965475.0,5988518.0,562122.0,5879569.0,992854.0,6038134.0,31760360.0,32032023.0,0.0,46366720.0,0.0,103055360.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8350.0,0.0,9340.0,0.0,0.0,0.0,0.0,10192740352.0,1805119488.0,22045798400.0,65903951872.0,0.0,0.0
1556212641.070,53.289,3.133,42.669,0.313,0.0,0.595,3343123.0,2347974.0,23646237.0,1953731.0,0.0,0.0,1551627.0,6777381.0,0.0,0.0,876435.0,5962755.0,598123.0,6389662.0,1126319.0,6474265.0,34001171.0,34871494.0,0.0,46915584.0,0.0,103247872.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,124.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,8444.0,0.0,9358.0,0.0,0.0,0.0,0.0,10195570688.0,1805123584.0,22072909824.0,65874006016.0,0.0,0.0
1556212642.070,54.557,3.215,41.511,0.312,0.0,0.406,4323224.0,2524133.0,21831533.0,2456358.0,0.0,0.0,1756740.0,6498824.0,0.0,0.0,943760.0,5460279.0,718431.0,5745462.0,1351908.0,6653357.0,34102025.0,35727585.0,0.0,46534656.0,0.0,103157760.0,0.0,27787264.0,0.0,0.0,0.0,132.0,0.0,120.0,0.0,2720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8326.0,0.0,9313.0,0.0,61.0,0.0,0.0,10217574400.0,1805127680.0,22099197952.0,65825710080.0,0.0,0.0
1556212643.070,56.465,4.185,38.601,0.312,0.0,0.437,3776827.0,2365508.0,21057001.0,2218208.0,0.0,0.0,1790273.0,5932925.0,0.0,0.0,699761.0,5373638.0,558915.0,5879991.0,1385213.0,6051131.0,32232880.0,33478626.0,0.0,44929024.0,0.0,100179968.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8081.0,0.0,8680.0,0.0,0.0,0.0,0.0,10280390656.0,1805127680.0,22127288320.0,65734803456.0,0.0,0.0
1556212644.070,56.139,3.912,39.059,0.445,0.0,0.445,5277017.0,2697253.0,22795617.0,3114390.0,0.0,0.0,2316262.0,6970094.0,0.0,0.0,567957.0,6163615.0,599978.0,5898338.0,1863834.0,6682190.0,36889837.0,39249015.0,0.0,47439872.0,0.0,173711360.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,460.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8546.0,0.0,12282.0,0.0,0.0,0.0,0.0,10288082944.0,1805127680.0,22210932736.0,65643466752.0,0.0,0.0
1556212645.070,57.308,4.225,37.590,0.407,0.0,0.469,4960158.0,2444579.0,22561472.0,2850699.0,0.0,0.0,1899364.0,6703293.0,0.0,0.0,762056.0,5950891.0,758818.0,6527131.0,1512484.0,6185120.0,35609288.0,37878872.0,0.0,45776896.0,0.0,236797952.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8176.0,0.0,13714.0,0.0,0.0,0.0,0.0,10325909504.0,1805127680.0,22356197376.0,65460375552.0,0.0,0.0
1556212646.069,61.582,4.862,32.507,0.413,0.0,0.636,9780006.0,4958864.0,18233284.0,5175621.0,0.0,0.0,3866876.0,6884752.0,0.0,0.0,1700683.0,5394733.0,2047385.0,5521442.0,2950326.0,6475877.0,45236555.0,49634335.0,0.0,80175104.0,0.0,152363008.0,0.0,0.0,0.0,0.0,0.0,472.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7949.0,0.0,10478.0,0.0,0.0,0.0,0.0,10359386112.0,1805135872.0,22249435136.0,65533652992.0,0.0,0.0
1556212647.070,54.835,3.654,40.724,0.441,0.0,0.346,3032018.0,2142026.0,22706959.0,1708441.0,0.0,0.0,2018828.0,7104932.0,0.0,0.0,78974.0,5888415.0,155762.0,5605646.0,1768889.0,6016672.0,32430463.0,33213150.0,0.0,150720512.0,0.0,106164224.0,0.0,122880.0,0.0,0.0,0.0,700.0,0.0,132.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11058.0,0.0,9946.0,0.0,8.0,0.0,0.0,10355953664.0,1805135872.0,22375124992.0,65411395584.0,0.0,0.0
1556212648.069,57.704,3.868,37.673,0.409,0.0,0.346,3110961.0,1761181.0,21438332.0,1835038.0,0.0,0.0,1557413.0,6330488.0,0.0,0.0,168984.0,5573404.0,280558.0,5214137.0,1468666.0,6126569.0,30278153.0,31484641.0,0.0,126267392.0,0.0,101355520.0,0.0,0.0,0.0,0.0,0.0,808.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9981.0,0.0,8994.0,0.0,0.0,0.0,0.0,10366701568.0,1805139968.0,22363369472.0,65412399104.0,0.0,0.0
1556212649.070,55.996,3.363,39.943,0.381,0.0,0.317,3415279.0,2704760.0,23087959.0,1783956.0,0.0,0.0,1571115.0,6424820.0,0.0,0.0,939381.0,6476024.0,877220.0,6346352.0,1421263.0,6142964.0,34617280.0,35233951.0,0.0,66666496.0,0.0,104599552.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9493.0,0.0,9647.0,0.0,0.0,0.0,0.0,10375974912.0,1805139968.0,22293041152.0,65473454080.0,0.0,0.0
1556212650.070,56.446,3.166,39.806,0.258,0.0,0.323,3374177.0,2882226.0,23384998.0,1973184.0,0.0,0.0,1318623.0,7251885.0,0.0,0.0,1323984.0,5677004.0,737308.0,6274204.0,1222543.0,6125038.0,34709860.0,35123403.0,0.0,45907968.0,0.0,103591936.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8310.0,0.0,9440.0,0.0,0.0,0.0,0.0,10371063808.0,1805139968.0,22324649984.0,65446756352.0,0.0,0.0
1556212651.070,60.425,3.169,35.805,0.317,0.0,0.285,3942902.0,3095339.0,21144138.0,2163451.0,0.0,0.0,1438196.0,6233150.0,0.0,0.0,1402703.0,5746900.0,943073.0,5648248.0,1423018.0,5888170.0,33966594.0,34701596.0,0.0,44335104.0,0.0,102150144.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8009.0,0.0,9160.0,0.0,0.0,0.0,0.0,10383949824.0,1805139968.0,22349893632.0,65408626688.0,0.0,0.0
1556212652.070,55.260,3.752,40.282,0.321,0.0,0.385,5248221.0,3343359.0,20583382.0,2967490.0,0.0,0.0,2022176.0,6145191.0,0.0,0.0,1329595.0,5236458.0,741999.0,6010493.0,1918612.0,6198774.0,35932304.0,37649899.0,0.0,43130880.0,0.0,102203392.0,0.0,45056.0,0.0,0.0,0.0,116.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7674.0,0.0,9126.0,0.0,3.0,0.0,0.0,10394411008.0,1805139968.0,22378270720.0,65369788416.0,0.0,0.0
1556212653.070,57.990,3.678,37.603,0.349,0.0,0.380,2809682.0,2735181.0,21618806.0,1543493.0,0.0,0.0,958426.0,5871998.0,0.0,0.0,1514106.0,5808858.0,951380.0,5899634.0,1066402.0,5856455.0,32121021.0,32134581.0,0.0,41938944.0,0.0,96587776.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,0.0,8533.0,0.0,0.0,0.0,0.0,10398576640.0,1805139968.0,22402662400.0,65341231104.0,0.0,0.0
1556212654.070,57.918,3.586,37.671,0.413,0.0,0.413,3537259.0,2851746.0,22150241.0,1991681.0,0.0,0.0,1158427.0,6563016.0,0.0,0.0,1409761.0,5529266.0,918258.0,6133125.0,1249318.0,6053719.0,33789628.0,34377184.0,0.0,44503040.0,0.0,157052928.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,10856.0,0.0,0.0,0.0,0.0,10415247360.0,1805148160.0,22472310784.0,65254903808.0,0.0,0.0
1556212655.069,55.971,3.896,39.214,0.443,0.0,0.475,3636743.0,2955542.0,21240098.0,1902822.0,0.0,0.0,1075005.0,5989677.0,0.0,0.0,1643146.0,5534570.0,1098491.0,5809500.0,1216704.0,6268108.0,33440837.0,34038824.0,0.0,44986368.0,0.0,238944256.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8036.0,0.0,13301.0,0.0,0.0,0.0,0.0,10437857280.0,1805148160.0,22625193984.0,65079410688.0,0.0,0.0
1556212656.070,62.413,3.705,33.154,0.380,0.0,0.348,3627227.0,2810256.0,20248956.0,1823119.0,0.0,0.0,1117820.0,5690421.0,0.0,0.0,1567320.0,5416078.0,1380866.0,6414572.0,950610.0,5192556.0,32316518.0,33012807.0,0.0,79007744.0,0.0,164794368.0,0.0,0.0,0.0,0.0,0.0,328.0,0.0,352.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8833.0,0.0,11016.0,0.0,0.0,0.0,0.0,10462433280.0,1805152256.0,22508879872.0,65171144704.0,0.0,0.0
1556212657.070,56.203,3.338,39.704,0.378,0.0,0.378,3580727.0,2791506.0,22235839.0,1861646.0,0.0,0.0,1133179.0,6550759.0,0.0,0.0,1517863.0,5919694.0,1099657.0,6038486.0,1123638.0,6077305.0,34050832.0,34723850.0,0.0,112386048.0,0.0,102105088.0,0.0,27242496.0,0.0,0.0,0.0,464.0,0.0,116.0,0.0,2704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9785.0,0.0,9182.0,0.0,61.0,0.0,0.0,10471448576.0,1805152256.0,22597038080.0,65073971200.0,0.0,0.0
1556212658.069,58.567,4.522,35.955,0.414,0.0,0.541,5101155.0,3910667.0,19483014.0,2579607.0,0.0,0.0,1851830.0,6163133.0,0.0,0.0,1736309.0,5845830.0,1416141.0,5472534.0,1895299.0,5375068.0,36303733.0,37343546.0,0.0,140316672.0,0.0,102178816.0,0.0,0.0,0.0,0.0,0.0,492.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9743.0,0.0,9134.0,0.0,0.0,0.0,0.0,10529169408.0,1805152256.0,22600843264.0,65012445184.0,0.0,0.0
1556212659.070,61.778,4.087,33.261,0.343,0.0,0.530,5730113.0,3805613.0,19900271.0,2666938.0,0.0,0.0,2021050.0,6436591.0,0.0,0.0,1906988.0,6105351.0,1709410.0,5451800.0,1794801.0,5980855.0,37914648.0,39613920.0,0.0,90787840.0,0.0,96837632.0,0.0,0.0,0.0,0.0,0.0,444.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8685.0,0.0,8095.0,0.0,0.0,0.0,0.0,10578911232.0,1805152256.0,22560198656.0,65003347968.0,0.0,0.0
1556212660.070,58.557,3.768,36.877,0.255,0.0,0.543,5588484.0,3710524.0,19613190.0,2616514.0,0.0,0.0,2176941.0,6401768.0,0.0,0.0,1685631.0,5318070.0,1464566.0,5761419.0,1952120.0,6153702.0,37236725.0,38952875.0,0.0,42536960.0,0.0,102100992.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7707.0,0.0,9118.0,0.0,0.0,0.0,0.0,10605506560.0,1805152256.0,22587449344.0,64949501952.0,0.0,0.0
1556212661.070,57.366,4.066,37.660,0.282,0.0,0.626,4981486.0,3550360.0,21027450.0,2252658.0,0.0,0.0,1979216.0,6571519.0,0.0,0.0,1669777.0,6143823.0,1354671.0,5983323.0,1715531.0,5961564.0,37221296.0,38489048.0,0.0,42835968.0,0.0,99979264.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7661.0,0.0,8695.0,0.0,0.0,0.0,0.0,10620547072.0,1805152256.0,22613254144.0,64908656640.0,0.0,0.0
1556212662.070,61.724,3.992,33.302,0.285,0.0,0.697,7025106.0,4213396.0,19111821.0,3202483.0,0.0,0.0,2593179.0,6283932.0,0.0,0.0,1791886.0,5392994.0,1665456.0,6112591.0,2376683.0,6287356.0,40034941.0,42526313.0,0.0,38387712.0,0.0,97161216.0,0.0,118784.0,0.0,0.0,0.0,72.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6898.0,0.0,8123.0,0.0,8.0,0.0,0.0,10643439616.0,1805156352.0,22643331072.0,64855683072.0,0.0,0.0
1556212663.070,59.049,4.247,35.753,0.254,0.0,0.697,7110900.0,4603422.0,18038305.0,3305771.0,0.0,0.0,2837377.0,6296953.0,0.0,0.0,2067957.0,5769615.0,1785345.0,5513447.0,2597716.0,5628689.0,40417411.0,42731403.0,0.0,39161856.0,0.0,101093376.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7130.0,0.0,8842.0,0.0,0.0,0.0,0.0,10685177856.0,1805156352.0,22670221312.0,64787054592.0,0.0,0.0
1556212664.070,61.359,4.742,33.002,0.256,0.0,0.641,7743117.0,4591202.0,19001226.0,3463474.0,0.0,0.0,2580657.0,6462340.0,0.0,0.0,2371593.0,6005153.0,2139647.0,5880869.0,2367577.0,6240691.0,42205626.0,45028527.0,0.0,36212736.0,0.0,112025600.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6461.0,0.0,8448.0,0.0,0.0,0.0,0.0,10710294528.0,1805160448.0,22706204672.0,64725950464.0,0.0,0.0
1556212665.070,61.689,4.176,33.249,0.316,0.0,0.569,5161594.0,3290122.0,20885801.0,2715869.0,0.0,0.0,1699049.0,6493744.0,0.0,0.0,1728490.0,5932389.0,1506948.0,5665268.0,1361005.0,6081001.0,36498352.0,38197525.0,0.0,39260160.0,0.0,172101632.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7234.0,0.0,10948.0,0.0,0.0,0.0,0.0,10743955456.0,1805160448.0,22793674752.0,64604819456.0,0.0,0.0
1556212666.069,59.597,5.452,33.785,0.441,0.0,0.725,7164864.0,4477908.0,18489449.0,3603229.0,0.0,0.0,1453355.0,5583518.0,0.0,0.0,3274590.0,6063703.0,3011830.0,6177818.0,1133486.0,5457256.0,40339269.0,42737168.0,0.0,41013248.0,0.0,220418048.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7298.0,0.0,12697.0,0.0,0.0,0.0,0.0,10770833408.0,1805160448.0,22810255360.0,64561360896.0,0.0,0.0
1556212667.070,61.526,3.736,33.812,0.383,0.0,0.543,4147764.0,2810970.0,19907448.0,2197502.0,0.0,0.0,1495124.0,5652106.0,0.0,0.0,1266488.0,5627922.0,1251007.0,5346219.0,1210501.0,5923257.0,32781500.0,33947734.0,0.0,43970560.0,0.0,157241344.0,0.0,28254208.0,0.0,0.0,0.0,160.0,0.0,252.0,0.0,3196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7321.0,0.0,10279.0,0.0,63.0,0.0,0.0,10776862720.0,1805160448.0,22772477952.0,64593108992.0,0.0,0.0
1556212668.070,56.896,3.744,38.656,0.384,0.0,0.320,3224353.0,2459038.0,21363438.0,1782655.0,0.0,0.0,1639100.0,6821459.0,0.0,0.0,904838.0,5771941.0,564934.0,5644323.0,1204026.0,5121874.0,31866125.0,32508104.0,0.0,106168320.0,0.0,102604800.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9342.0,0.0,9273.0,0.0,0.0,0.0,0.0,10781380608.0,1805160448.0,22860070912.0,64500998144.0,0.0,0.0
1556212669.070,58.120,3.957,37.100,0.348,0.0,0.475,4588066.0,3071175.0,21006288.0,2476463.0,0.0,0.0,2672748.0,6679684.0,0.0,0.0,610122.0,5386899.0,275847.0,5697093.0,2198856.0,6129511.0,35188357.0,36528530.0,0.0,143454208.0,0.0,100663296.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,124.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9869.0,0.0,8888.0,0.0,0.0,0.0,0.0,10786197504.0,1805168640.0,22872383488.0,64483860480.0,0.0,0.0
1556212670.070,64.275,4.199,30.711,0.345,0.0,0.470,7044521.0,4249450.0,17949173.0,3358887.0,0.0,0.0,3205539.0,6729224.0,0.0,0.0,1318605.0,5125589.0,1185502.0,4893947.0,2712034.0,5953292.0,38868347.0,41389032.0,0.0,111620096.0,0.0,97587200.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8741.0,0.0,8154.0,0.0,0.0,0.0,0.0,10817900544.0,1805168640.0,22952337408.0,64372203520.0,0.0,0.0
1556212671.070,55.594,3.677,40.127,0.254,0.0,0.349,3200828.0,3045392.0,21395484.0,1137009.0,0.0,0.0,2229756.0,6545267.0,0.0,0.0,855014.0,5568299.0,574638.0,6146657.0,2062642.0,6041537.0,34125523.0,34197893.0,0.0,62697472.0,0.0,98779136.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8698.0,0.0,8730.0,0.0,0.0,0.0,0.0,10832613376.0,1805168640.0,22877990912.0,64431837184.0,0.0,0.0
1556212672.070,57.321,3.466,38.620,0.375,0.0,0.219,1397140.0,1857004.0,20258596.0,633116.0,0.0,0.0,1237119.0,5640462.0,0.0,0.0,467177.0,5082602.0,143425.0,5119576.0,1115053.0,5577226.0,26765013.0,26276233.0,0.0,44253184.0,0.0,97419264.0,0.0,90112.0,0.0,0.0,0.0,100.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7947.0,0.0,8391.0,0.0,8.0,0.0,0.0,10845351936.0,1805168640.0,22900404224.0,64396685312.0,0.0,0.0
1556212673.070,59.111,2.880,37.445,0.250,0.0,0.313,1395175.0,1794321.0,21671259.0,667539.0,0.0,0.0,1184851.0,5915797.0,0.0,0.0,453760.0,5284093.0,145500.0,5604841.0,1080666.0,5975928.0,27996252.0,27566150.0,0.0,43012096.0,0.0,96501760.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7790.0,0.0,8328.0,0.0,0.0,0.0,0.0,10846752768.0,1805168640.0,22925344768.0,64370343936.0,0.0,0.0
1556212674.070,55.983,2.801,40.643,0.318,0.0,0.255,1604859.0,1730390.0,21419043.0,976772.0,0.0,0.0,950892.0,6086891.0,0.0,0.0,613301.0,5181523.0,301882.0,5456468.0,827644.0,5661835.0,27690194.0,27519165.0,0.0,44687360.0,0.0,98361344.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8104.0,0.0,8613.0,0.0,0.0,0.0,0.0,10849550336.0,1805168640.0,22953041920.0,64339849216.0,0.0,0.0
1556212675.070,54.403,3.082,41.918,0.314,0.0,0.283,1228975.0,1640873.0,20925330.0,800253.0,0.0,0.0,815245.0,5643570.0,0.0,0.0,603192.0,4959930.0,270054.0,5208761.0,694171.0,5834707.0,26358719.0,25915609.0,0.0,45297664.0,0.0,149065728.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8155.0,0.0,10330.0,0.0,0.0,0.0,0.0,10852728832.0,1805168640.0,23016427520.0,64273285120.0,0.0,0.0
1556212676.070,58.820,3.471,37.046,0.410,0.0,0.252,2485831.0,1997320.0,22044783.0,1465313.0,0.0,0.0,1225972.0,5815369.0,0.0,0.0,617202.0,5796917.0,302809.0,5951372.0,1110282.0,5893831.0,30119848.0,30512327.0,0.0,44556288.0,0.0,166064128.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8037.0,0.0,10503.0,0.0,0.0,0.0,0.0,10864635904.0,1805172736.0,23098765312.0,64179036160.0,0.0,0.0
1556212677.070,58.454,3.565,37.256,0.379,0.0,0.347,3126841.0,2326596.0,20046524.0,1893760.0,0.0,0.0,1692839.0,5681332.0,0.0,0.0,575047.0,4967152.0,268441.0,5203216.0,1594394.0,5967209.0,30139738.0,30807642.0,0.0,43577344.0,0.0,201969664.0,0.0,15478784.0,0.0,0.0,0.0,64.0,0.0,368.0,0.0,788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7892.0,0.0,12450.0,0.0,35.0,0.0,0.0,10866360320.0,1805180928.0,23092432896.0,64183635968.0,0.0,0.0
1556212678.070,57.787,3.689,37.642,0.504,0.0,0.378,2111501.0,1992825.0,21867916.0,1385390.0,0.0,0.0,1280538.0,6553386.0,0.0,0.0,611473.0,5187700.0,309650.0,5716461.0,925967.0,5528726.0,29414015.0,29467844.0,0.0,90296320.0,0.0,164982784.0,0.0,0.0,0.0,0.0,0.0,396.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9338.0,0.0,11011.0,0.0,0.0,0.0,0.0,10891116544.0,1805185024.0,23086571520.0,64164737024.0,0.0,0.0
1556212679.070,61.414,2.822,35.003,0.412,0.0,0.349,852591.0,1570224.0,21876262.0,497086.0,0.0,0.0,394122.0,5853357.0,0.0,0.0,909186.0,5766747.0,551862.0,5399258.0,384796.0,5499111.0,26699063.0,25971270.0,0.0,115372032.0,0.0,100188160.0,0.0,0.0,0.0,0.0,0.0,664.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10106.0,0.0,9061.0,0.0,0.0,0.0,0.0,10888282112.0,1805185024.0,23174037504.0,64080105472.0,0.0,0.0
1556212680.070,57.188,3.390,38.544,0.471,0.0,0.408,1538626.0,1632947.0,20958286.0,1071909.0,0.0,0.0,399773.0,5366504.0,0.0,0.0,1041017.0,5463692.0,703536.0,5734908.0,254393.0,5143510.0,26709275.0,26561556.0,0.0,147148800.0,0.0,100466688.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10755.0,0.0,8961.0,0.0,0.0,0.0,0.0,10889011200.0,1805185024.0,23169040384.0,64084373504.0,0.0,0.0
