/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth13de826 = 10000"
"netBandwidth.veth13de826 = 12500000"
"netFullDuplex.veth13de826 = full"
"netSpeed.veth38325a0 = 10000"
"netBandwidth.veth38325a0 = 12500000"
"netFullDuplex.veth38325a0 = full"
"netSpeed.veth42cc391 = 10000"
"netBandwidth.veth42cc391 = 12500000"
"netFullDuplex.veth42cc391 = full"
"netSpeed.veth612f114 = 10000"
"netBandwidth.veth612f114 = 12500000"
"netFullDuplex.veth612f114 = full"
"netSpeed.veth644385e = 10000"
"netBandwidth.veth644385e = 12500000"
"netFullDuplex.veth644385e = full"
"netSpeed.vethae0ebe9 = 10000"
"netBandwidth.vethae0ebe9 = 12500000"
"netFullDuplex.vethae0ebe9 = full"
"netSpeed.vethced9ff4 = 10000"
"netBandwidth.vethced9ff4 = 12500000"
"netFullDuplex.vethced9ff4 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth13de826,veth38325a0,veth42cc391,veth612f114,veth644385e,vethae0ebe9,vethced9ff4,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 03:01:50 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth13de826",,"net/veth38325a0",,"net/veth42cc391",,"net/veth612f114",,"net/veth644385e",,"net/vethae0ebe9",,"net/vethced9ff4",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556186779.270,29.585,6.102,62.588,0.096,0.0,1.629,3832335.0,2060237.0,8453727.0,2370645.0,0.0,0.0,942170.0,2739250.0,1071391.0,2748312.0,1153014.0,2748751.0,0.0,0.0,1027000.0,2744702.0,19755579.0,21563237.0,0.0,36786176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6317.0,0.0,0.0,0.0,0.0,0.0,0.0,7696179200.0,1667280896.0,13447401472.0,77136748544.0,0.0,0.0
1556186780.269,29.127,5.991,62.779,0.096,0.0,2.008,3813033.0,2055226.0,8451096.0,2358016.0,0.0,0.0,941096.0,2742809.0,1066839.0,2742865.0,1156000.0,2748581.0,0.0,0.0,1029475.0,2745802.0,19728625.0,21530496.0,0.0,36618240.0,0.0,0.0,0.0,86016.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6308.0,0.0,0.0,0.0,8.0,0.0,0.0,7695388672.0,1667280896.0,13460844544.0,77124096000.0,0.0,0.0
1556186781.269,30.117,5.853,62.101,0.095,0.0,1.835,3818281.0,2051372.0,8449621.0,2366216.0,0.0,0.0,933160.0,2731366.0,1069657.0,2748055.0,1141457.0,2736203.0,0.0,0.0,1027593.0,2746023.0,19696220.0,21504576.0,0.0,36315136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6368.0,0.0,0.0,0.0,0.0,0.0,0.0,7697612800.0,1667280896.0,13471834112.0,77110882304.0,0.0,0.0
1556186782.269,30.074,5.561,62.160,0.192,0.0,2.013,3830570.0,2058411.0,8451736.0,2366539.0,0.0,0.0,936181.0,2735709.0,1072084.0,2748841.0,1149027.0,2744955.0,0.0,0.0,1026572.0,2744885.0,19729137.0,21538345.0,0.0,37134336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6321.0,0.0,0.0,0.0,0.0,0.0,0.0,7699083264.0,1667280896.0,13482905600.0,77098340352.0,0.0,0.0
1556186783.270,29.169,5.731,63.361,0.032,0.0,1.706,3838341.0,2065380.0,8452479.0,2371443.0,0.0,0.0,947597.0,2744546.0,1066693.0,2740914.0,1157459.0,2746150.0,0.0,0.0,1027254.0,2743694.0,19761676.0,21567723.0,0.0,36823040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6323.0,0.0,0.0,0.0,0.0,0.0,0.0,7698726912.0,1667280896.0,13495721984.0,77085880320.0,0.0,0.0
1556186784.270,28.154,6.357,63.542,0.162,0.0,1.784,3812165.0,2052418.0,8452138.0,2357576.0,0.0,0.0,931310.0,2732286.0,1068383.0,2743676.0,1146328.0,2743586.0,0.0,0.0,1026045.0,2743617.0,19689879.0,21490472.0,0.0,36708352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6396.0,0.0,0.0,0.0,0.0,0.0,0.0,7697653760.0,1667280896.0,13508034560.0,77074640896.0,0.0,0.0
1556186785.270,28.433,5.784,64.168,0.065,0.0,1.551,3820853.0,2057975.0,8448869.0,2366299.0,0.0,0.0,940370.0,2735024.0,1065238.0,2741298.0,1149683.0,2740584.0,0.0,0.0,1021361.0,2739209.0,19694824.0,21511265.0,4096.0,37003264.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6319.0,0.0,0.0,0.0,3.0,0.0,0.0,7696674816.0,1667280896.0,13519880192.0,77063774208.0,0.0,0.0
1556186786.270,29.421,5.756,62.584,0.096,0.0,2.143,3829917.0,2049670.0,8450174.0,2369485.0,0.0,0.0,937739.0,2737984.0,1068523.0,2744345.0,1144914.0,2742187.0,0.0,0.0,1027895.0,2743159.0,19720240.0,21522850.0,0.0,36794368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6397.0,0.0,0.0,0.0,0.0,0.0,0.0,7694913536.0,1667280896.0,13532905472.0,77052510208.0,0.0,0.0
1556186787.269,28.142,5.909,64.185,0.131,0.0,1.632,3816351.0,2056631.0,8451902.0,2360879.0,0.0,0.0,941131.0,2739604.0,1071625.0,2749435.0,1149639.0,2743514.0,0.0,0.0,1027996.0,2746829.0,19732443.0,21535282.0,0.0,37212160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6431.0,0.0,0.0,0.0,0.0,0.0,0.0,7698640896.0,1667280896.0,13542854656.0,77038833664.0,0.0,0.0
1556186788.270,28.942,6.154,63.141,0.096,0.0,1.667,3832673.0,2059977.0,8453324.0,2370357.0,0.0,0.0,940357.0,2736524.0,1072917.0,2748988.0,1148149.0,2744740.0,0.0,0.0,1030212.0,2748064.0,19751048.0,21556912.0,0.0,36683776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6371.0,0.0,0.0,0.0,0.0,0.0,0.0,7697903616.0,1667280896.0,13556002816.0,77026422784.0,0.0,0.0
1556186789.270,29.090,5.882,63.420,0.129,0.0,1.479,3823257.0,2059645.0,8453925.0,2368379.0,0.0,0.0,943574.0,2738885.0,1069994.0,2746699.0,1154745.0,2748390.0,0.0,0.0,1028811.0,2745824.0,19747101.0,21559268.0,0.0,37048320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6332.0,0.0,0.0,0.0,0.0,0.0,0.0,7697444864.0,1667280896.0,13567569920.0,77015314432.0,0.0,0.0
1556186790.270,29.853,6.086,62.108,0.128,0.0,1.826,3817730.0,2053536.0,8450586.0,2357427.0,0.0,0.0,933452.0,2733315.0,1073581.0,2752325.0,1144394.0,2739981.0,0.0,0.0,1029840.0,2746344.0,19713998.0,21510450.0,0.0,36757504.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6372.0,0.0,0.0,0.0,3.0,0.0,0.0,7698423808.0,1667280896.0,13579317248.0,77002588160.0,0.0,0.0
1556186791.269,28.963,5.445,63.756,0.129,0.0,1.707,3831842.0,2057611.0,8451704.0,2369885.0,0.0,0.0,939225.0,2737181.0,1069822.0,2747131.0,1151780.0,2746902.0,0.0,0.0,1026588.0,2743383.0,19734429.0,21548389.0,0.0,36532224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6290.0,0.0,0.0,0.0,0.0,0.0,0.0,7698731008.0,1667280896.0,13591965696.0,76989632512.0,0.0,0.0
1556186792.270,27.969,6.083,64.145,0.097,0.0,1.706,3816182.0,2058188.0,8451780.0,2363186.0,0.0,0.0,941857.0,2740955.0,1075013.0,2748998.0,1147632.0,2744778.0,0.0,0.0,1028895.0,2745381.0,19735924.0,21542920.0,0.0,36765696.0,0.0,0.0,0.0,19136512.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6336.0,0.0,0.0,0.0,37.0,0.0,0.0,7701319680.0,1667280896.0,13603942400.0,76975067136.0,0.0,0.0
1556186793.270,29.073,6.198,62.939,0.128,0.0,1.661,3839363.0,2061424.0,8452429.0,2375912.0,0.0,0.0,942104.0,2736711.0,1067288.0,2744800.0,1152880.0,2746287.0,0.0,0.0,1025988.0,2743296.0,19746345.0,21558790.0,0.0,36896768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6392.0,0.0,0.0,0.0,0.0,0.0,0.0,7702052864.0,1667280896.0,13616009216.0,76962267136.0,0.0,0.0
1556186794.270,29.197,5.916,62.872,0.096,0.0,1.919,3814022.0,2050753.0,8450048.0,2364125.0,0.0,0.0,933430.0,2731294.0,1068378.0,2744428.0,1143118.0,2737211.0,0.0,0.0,1025167.0,2741890.0,19681993.0,21493697.0,0.0,36872192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6367.0,0.0,0.0,0.0,0.0,0.0,0.0,7700971520.0,1667280896.0,13628911616.0,76950446080.0,0.0,0.0
1556186795.269,28.980,5.950,63.139,0.129,0.0,1.801,3829105.0,2059171.0,8452774.0,2367673.0,0.0,0.0,936800.0,2735704.0,1067088.0,2744968.0,1148731.0,2744938.0,0.0,0.0,1026820.0,2743465.0,19722038.0,21532474.0,0.0,36999168.0,0.0,0.0,0.0,98304.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6337.0,0.0,0.0,0.0,8.0,0.0,0.0,7701680128.0,1667280896.0,13639536640.0,76939112448.0,0.0,0.0
1556186796.269,28.535,5.926,63.800,0.097,0.0,1.643,3810936.0,2050215.0,8448158.0,2356352.0,0.0,0.0,934869.0,2732466.0,1064842.0,2741710.0,1143988.0,2738364.0,0.0,0.0,1022201.0,2740428.0,19668870.0,21470978.0,0.0,36306944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6286.0,0.0,0.0,0.0,0.0,0.0,0.0,7699095552.0,1667280896.0,13652819968.0,76928413696.0,0.0,0.0
1556186797.270,29.514,5.776,62.869,0.095,0.0,1.745,3814404.0,2051892.0,8449521.0,2359484.0,0.0,0.0,937260.0,2734735.0,1062217.0,2740523.0,1151226.0,2743106.0,0.0,0.0,1019102.0,2729799.0,19680657.0,21474649.0,0.0,36597760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6387.0,0.0,0.0,0.0,0.0,0.0,0.0,7699435520.0,1667280896.0,13665312768.0,76915580928.0,0.0,0.0
1556186798.270,29.596,5.445,63.037,0.128,0.0,1.794,3837741.0,2056834.0,8451366.0,2377575.0,0.0,0.0,934588.0,2731449.0,1074711.0,2750788.0,1145085.0,2738039.0,0.0,0.0,1028347.0,2753816.0,19730347.0,21555398.0,4096.0,37449728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6378.0,0.0,0.0,0.0,0.0,0.0,0.0,7699939328.0,1667280896.0,13677916160.0,76902473728.0,0.0,0.0
1556186799.270,29.275,5.817,62.895,0.128,0.0,1.886,3820850.0,2057994.0,8450941.0,2357954.0,0.0,0.0,933857.0,2734529.0,1068998.0,2747876.0,1143356.0,2743408.0,0.0,0.0,1030404.0,2746047.0,19712518.0,21506680.0,0.0,51933184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6989.0,0.0,0.0,0.0,0.0,0.0,0.0,7699972096.0,1667280896.0,13688623104.0,76891734016.0,0.0,0.0
1556186800.269,31.672,5.723,60.965,0.322,0.0,1.318,3833216.0,2058593.0,8452308.0,2375249.0,0.0,0.0,941747.0,2737969.0,1069523.0,2746710.0,1152200.0,2741824.0,0.0,0.0,1027812.0,2744999.0,19740469.0,21562663.0,4096.0,163581952.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8971.0,0.0,0.0,0.0,3.0,0.0,0.0,7701835776.0,1667280896.0,13698818048.0,76879675392.0,0.0,0.0
1556186801.270,28.223,6.138,64.014,0.065,0.0,1.559,3812568.0,2054040.0,8451596.0,2357902.0,0.0,0.0,936375.0,2736206.0,1071848.0,2749614.0,1143673.0,2743084.0,0.0,0.0,1024644.0,2744507.0,19708198.0,21508157.0,0.0,35991552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6248.0,0.0,0.0,0.0,0.0,0.0,0.0,7699865600.0,1667280896.0,13711441920.0,76869021696.0,0.0,0.0
1556186802.270,28.502,6.165,63.396,0.129,0.0,1.808,3818528.0,2060580.0,8453857.0,2363799.0,0.0,0.0,940831.0,2739069.0,1070032.0,2745151.0,1154209.0,2748267.0,0.0,0.0,1029088.0,2743697.0,19739109.0,21539611.0,4096.0,36814848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6344.0,0.0,0.0,0.0,0.0,0.0,0.0,7703130112.0,1667280896.0,13721534464.0,76855664640.0,0.0,0.0
1556186803.270,29.094,5.395,63.873,0.096,0.0,1.541,3841683.0,2061447.0,8455079.0,2380183.0,0.0,0.0,939541.0,2737257.0,1068014.0,2745878.0,1150772.0,2743497.0,0.0,0.0,1025494.0,2743635.0,19741978.0,21565222.0,0.0,36712448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6244.0,0.0,0.0,0.0,0.0,0.0,0.0,7701229568.0,1667280896.0,13734707200.0,76844392448.0,0.0,0.0
1556186804.270,28.631,5.907,63.589,0.129,0.0,1.743,3808902.0,2053277.0,8450254.0,2357646.0,0.0,0.0,932558.0,2729930.0,1074109.0,2751887.0,1141220.0,2734177.0,0.0,0.0,1030089.0,2746914.0,19697733.0,21491974.0,0.0,36605952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6351.0,0.0,0.0,0.0,0.0,0.0,0.0,7701700608.0,1667280896.0,13747277824.0,76831350784.0,0.0,0.0
1556186805.270,28.902,5.632,63.759,0.129,0.0,1.577,3846093.0,2062010.0,8451654.0,2374270.0,0.0,0.0,944942.0,2741052.0,1069428.0,2746792.0,1155666.0,2747705.0,0.0,0.0,1027632.0,2747678.0,19765861.0,21584871.0,0.0,37257216.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6394.0,0.0,0.0,0.0,3.0,0.0,0.0,7701303296.0,1667280896.0,13758705664.0,76820320256.0,0.0,0.0
1556186806.269,27.388,5.543,65.504,0.098,0.0,1.467,3808251.0,2046529.0,8449635.0,2357210.0,0.0,0.0,933771.0,2733071.0,1063430.0,2738821.0,1143034.0,2738943.0,0.0,0.0,1020160.0,2738364.0,19659526.0,21459811.0,0.0,36413440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6275.0,0.0,0.0,0.0,0.0,0.0,0.0,7704297472.0,1667280896.0,13770563584.0,76805468160.0,0.0,0.0
1556186807.270,28.728,5.507,63.833,0.129,0.0,1.804,3823785.0,2056690.0,8451459.0,2368995.0,0.0,0.0,936323.0,2731741.0,1067291.0,2742700.0,1142470.0,2737769.0,0.0,0.0,1025315.0,2741139.0,19694089.0,21500151.0,0.0,36642816.0,0.0,0.0,0.0,19140608.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,1288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6312.0,0.0,0.0,0.0,40.0,0.0,0.0,7703605248.0,1667280896.0,13783080960.0,76793643008.0,0.0,0.0
1556186808.270,29.503,5.907,62.869,0.097,0.0,1.623,3826149.0,2054558.0,8450270.0,2368440.0,0.0,0.0,939681.0,2738908.0,1066544.0,2742839.0,1144526.0,2741757.0,0.0,0.0,1022886.0,2737996.0,19701541.0,21516798.0,0.0,36622336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6296.0,0.0,0.0,0.0,0.0,0.0,0.0,7705288704.0,1667280896.0,13795192832.0,76779847680.0,0.0,0.0
1556186809.269,28.608,5.709,64.047,0.128,0.0,1.507,3805976.0,2051763.0,8449045.0,2353625.0,0.0,0.0,933825.0,2731324.0,1067242.0,2743131.0,1144906.0,2736965.0,0.0,0.0,1024149.0,2742370.0,19673769.0,21469038.0,0.0,36339712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6227.0,0.0,0.0,0.0,0.0,0.0,0.0,7705354240.0,1667280896.0,13806288896.0,76768686080.0,0.0,0.0
1556186810.270,28.383,6.847,62.874,0.064,0.0,1.832,3836082.0,2057203.0,8449232.0,2365232.0,0.0,0.0,941289.0,2742523.0,1064630.0,2741232.0,1149291.0,2744655.0,0.0,0.0,1021551.0,2738524.0,19714874.0,21519977.0,0.0,35938304.0,0.0,0.0,0.0,81920.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6298.0,0.0,0.0,0.0,8.0,0.0,0.0,7702491136.0,1667280896.0,13820346368.0,76757491712.0,0.0,0.0
1556186811.270,28.516,5.941,63.712,0.096,0.0,1.734,3827182.0,2059484.0,8454923.0,2377268.0,0.0,0.0,941830.0,2737458.0,1069298.0,2744441.0,1149916.0,2742295.0,0.0,0.0,1027673.0,2743821.0,19737650.0,21558417.0,0.0,37392384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6359.0,0.0,0.0,0.0,0.0,0.0,0.0,7704383488.0,1667280896.0,13832757248.0,76743188480.0,0.0,0.0
1556186812.270,28.783,5.841,63.601,0.161,0.0,1.613,3816108.0,2056617.0,8449372.0,2356164.0,0.0,0.0,937352.0,2736416.0,1067672.0,2743340.0,1149545.0,2743594.0,0.0,0.0,1026127.0,2741236.0,19704173.0,21502691.0,0.0,36089856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6200.0,0.0,0.0,0.0,0.0,0.0,0.0,7702310912.0,1667280896.0,13844340736.0,76733677568.0,0.0,0.0
1556186813.269,27.882,6.412,63.407,0.130,0.0,2.170,3837507.0,2057880.0,8452115.0,2375564.0,0.0,0.0,938284.0,2738048.0,1066884.0,2745297.0,1146065.0,2742530.0,0.0,0.0,1024263.0,2741882.0,19723131.0,21545113.0,0.0,36737024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6322.0,0.0,0.0,0.0,0.0,0.0,0.0,7701409792.0,1667280896.0,13857062912.0,76721856512.0,0.0,0.0
1556186814.270,28.316,5.819,63.979,0.098,0.0,1.788,3815759.0,2051370.0,8449882.0,2356290.0,0.0,0.0,937603.0,2735933.0,1071895.0,2750390.0,1150128.0,2746948.0,0.0,0.0,1029086.0,2747431.0,19723146.0,21523670.0,0.0,36474880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6344.0,0.0,0.0,0.0,0.0,0.0,0.0,7703842816.0,1667280896.0,13867761664.0,76708724736.0,0.0,0.0
1556186815.270,29.317,5.509,63.305,0.129,0.0,1.740,3823374.0,2060408.0,8449761.0,2365279.0,0.0,0.0,935781.0,2735625.0,1067796.0,2742100.0,1149046.0,2740771.0,0.0,0.0,1027899.0,2742073.0,19711066.0,21517924.0,0.0,36536320.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6195.0,0.0,0.0,0.0,3.0,0.0,0.0,7704104960.0,1667280896.0,13879504896.0,76696719360.0,0.0,0.0
1556186816.269,28.313,5.934,64.044,0.097,0.0,1.612,3826133.0,2056572.0,8452516.0,2367351.0,0.0,0.0,936539.0,2733462.0,1072762.0,2749029.0,1146875.0,2740838.0,0.0,0.0,1030964.0,2746028.0,19730035.0,21531070.0,0.0,36052992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6235.0,0.0,0.0,0.0,0.0,0.0,0.0,7704399872.0,1667280896.0,13891289088.0,76684640256.0,0.0,0.0
1556186817.270,28.819,6.098,63.254,0.096,0.0,1.733,3817759.0,2055049.0,8450406.0,2364164.0,0.0,0.0,939389.0,2735743.0,1061947.0,2739167.0,1149033.0,2742229.0,0.0,0.0,1019530.0,2738203.0,19684940.0,21495322.0,0.0,37490688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6394.0,0.0,0.0,0.0,0.0,0.0,0.0,7704174592.0,1667280896.0,13903630336.0,76672524288.0,0.0,0.0
1556186818.269,28.012,6.250,63.795,0.130,0.0,1.813,3829105.0,2053278.0,8450360.0,2367097.0,0.0,0.0,932427.0,2728208.0,1059482.0,2737514.0,1140496.0,2735307.0,0.0,0.0,1022815.0,2740466.0,19666851.0,21473642.0,0.0,36671488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6333.0,0.0,0.0,0.0,0.0,0.0,0.0,7705022464.0,1667280896.0,13915570176.0,76659736576.0,0.0,0.0
1556186819.269,27.626,5.643,64.808,0.098,0.0,1.826,3814296.0,2053167.0,8452027.0,2359609.0,0.0,0.0,938645.0,2739727.0,1066795.0,2743768.0,1148518.0,2745206.0,0.0,0.0,1026969.0,2741715.0,19709308.0,21511938.0,0.0,36311040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6294.0,0.0,0.0,0.0,0.0,0.0,0.0,7703695360.0,1667280896.0,13927219200.0,76649414656.0,0.0,0.0
1556186820.270,28.939,6.238,62.862,0.129,0.0,1.833,3818928.0,2053734.0,8451204.0,2361206.0,0.0,0.0,932204.0,2730146.0,1067069.0,2742896.0,1138538.0,2732732.0,0.0,0.0,1021273.0,2740060.0,19670519.0,21469324.0,0.0,36458496.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6311.0,0.0,0.0,0.0,3.0,0.0,0.0,7703212032.0,1667280896.0,13940903936.0,76636213248.0,0.0,0.0
1556186821.270,29.279,5.920,63.280,0.097,0.0,1.423,3828645.0,2062201.0,8450864.0,2367131.0,0.0,0.0,944767.0,2741854.0,1071724.0,2747457.0,1152911.0,2746691.0,0.0,0.0,1030245.0,2746138.0,19752708.0,21565399.0,0.0,37453824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6370.0,0.0,0.0,0.0,0.0,0.0,0.0,7704743936.0,1667280896.0,13951823872.0,76623761408.0,0.0,0.0
1556186822.270,29.318,6.023,62.811,0.127,0.0,1.721,3826351.0,2055702.0,8452900.0,2371301.0,0.0,0.0,940828.0,2739568.0,1067570.0,2745882.0,1146771.0,2743086.0,0.0,0.0,1023003.0,2741107.0,19723225.0,21536313.0,0.0,36311040.0,0.0,0.0,0.0,19140608.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6318.0,0.0,0.0,0.0,35.0,0.0,0.0,7702876160.0,1667280896.0,13964845056.0,76612608000.0,0.0,0.0
