/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth25ef036 = 10000"
"netBandwidth.veth25ef036 = 12500000"
"netFullDuplex.veth25ef036 = full"
"netSpeed.veth3cfd72a = 10000"
"netBandwidth.veth3cfd72a = 12500000"
"netFullDuplex.veth3cfd72a = full"
"netSpeed.veth43c2c0b = 10000"
"netBandwidth.veth43c2c0b = 12500000"
"netFullDuplex.veth43c2c0b = full"
"netSpeed.veth61d4493 = 10000"
"netBandwidth.veth61d4493 = 12500000"
"netFullDuplex.veth61d4493 = full"
"netSpeed.veth6cf8177 = 10000"
"netBandwidth.veth6cf8177 = 12500000"
"netFullDuplex.veth6cf8177 = full"
"netSpeed.veth780f7ba = 10000"
"netBandwidth.veth780f7ba = 12500000"
"netFullDuplex.veth780f7ba = full"
"netSpeed.veth81a41d2 = 10000"
"netBandwidth.veth81a41d2 = 12500000"
"netFullDuplex.veth81a41d2 = full"
"netSpeed.vethb01d35b = 10000"
"netBandwidth.vethb01d35b = 12500000"
"netFullDuplex.vethb01d35b = full"
"netSpeed.vethb182e81 = 10000"
"netBandwidth.vethb182e81 = 12500000"
"netFullDuplex.vethb182e81 = full"
"netSpeed.vethccae9ea = 10000"
"netBandwidth.vethccae9ea = 12500000"
"netFullDuplex.vethccae9ea = full"
"netSpeed.vethec3264c = 10000"
"netBandwidth.vethec3264c = 12500000"
"netFullDuplex.vethec3264c = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth25ef036,veth3cfd72a,veth43c2c0b,veth61d4493,veth6cf8177,veth780f7ba,veth81a41d2,vethb01d35b,vethb182e81,vethccae9ea,vethec3264c,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 10:40:01 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth25ef036",,"net/veth3cfd72a",,"net/veth43c2c0b",,"net/veth61d4493",,"net/veth6cf8177",,"net/veth780f7ba",,"net/veth81a41d2",,"net/vethb01d35b",,"net/vethb182e81",,"net/vethccae9ea",,"net/vethec3264c",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556214240.551,55.445,7.912,33.792,0.673,0.0,2.178,10916713.0,5581972.0,2520378.0,7790849.0,2662625.0,7803466.0,2904054.0,7816120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25104997.0,6757575.0,0.0,0.0,0.0,0.0,2796837.0,7822367.0,54784007.0,60110396.0,0.0,182059008.0,0.0,202391552.0,0.0,73728.0,0.0,0.0,0.0,908.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11782.0,0.0,14833.0,0.0,8.0,0.0,0.0,8082214912.0,1808396288.0,18234105856.0,71822893056.0,0.0,0.0
1556214241.551,50.766,7.371,39.598,0.351,0.0,1.914,10954378.0,5730167.0,2571815.0,7809222.0,2723774.0,7827944.0,2931382.0,7809827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25116088.0,6789278.0,0.0,0.0,0.0,0.0,2848224.0,7835019.0,55212965.0,60417253.0,0.0,72044544.0,0.0,82620416.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10236.0,0.0,11896.0,0.0,0.0,0.0,0.0,8099561472.0,1808400384.0,18022416384.0,72017231872.0,0.0,0.0
1556214242.552,48.836,7.536,41.235,0.356,0.0,2.038,10917701.0,5703710.0,2552870.0,7807827.0,2706572.0,7829699.0,2966391.0,7828157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25108876.0,6761808.0,0.0,0.0,0.0,0.0,2844962.0,7841696.0,55196906.0,60375690.0,0.0,50700288.0,0.0,65306624.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9109.0,0.0,11197.0,0.0,0.0,0.0,0.0,8099835904.0,1808400384.0,18057457664.0,71981916160.0,0.0,0.0
1556214243.551,48.847,7.111,41.448,0.288,0.0,2.306,10969533.0,5678236.0,2578851.0,7883332.0,2699896.0,7860727.0,2959067.0,7870941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25282326.0,6806701.0,0.0,0.0,0.0,0.0,2805775.0,7850035.0,55352156.0,60606614.0,0.0,50053120.0,0.0,64147456.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,188.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9029.0,0.0,10892.0,0.0,0.0,0.0,0.0,8099590144.0,1808400384.0,18095165440.0,71944454144.0,0.0,0.0
1556214244.551,49.809,6.756,41.013,0.287,0.0,2.135,10904920.0,5663769.0,2546685.0,7808456.0,2705051.0,7791074.0,2937949.0,7791225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24963631.0,6755611.0,0.0,0.0,0.0,0.0,2818306.0,7828919.0,54911245.0,60218060.0,0.0,50712576.0,0.0,62709760.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9185.0,0.0,10724.0,0.0,0.0,0.0,0.0,8123109376.0,1808400384.0,18130878464.0,71885221888.0,0.0,0.0
1556214245.551,49.760,6.348,41.424,0.353,0.0,2.116,10903931.0,5684777.0,2561699.0,7765171.0,2701035.0,7815446.0,2946551.0,7823948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25098998.0,6761367.0,0.0,0.0,0.0,0.0,2829708.0,7777847.0,55082426.0,60191581.0,0.0,50921472.0,0.0,64516096.0,0.0,24576.0,0.0,0.0,0.0,148.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9169.0,0.0,10975.0,0.0,3.0,0.0,0.0,8121360384.0,1808400384.0,18168606720.0,71849242624.0,0.0,0.0
1556214246.552,48.903,6.806,41.452,0.323,0.0,2.516,10981272.0,5717631.0,2571384.0,7863495.0,2732745.0,7897857.0,2967831.0,7878072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25296732.0,6806978.0,0.0,0.0,0.0,0.0,2846965.0,7889428.0,55530146.0,60763590.0,0.0,50257920.0,0.0,64315392.0,0.0,57516032.0,0.0,0.0,0.0,108.0,0.0,96.0,0.0,11328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9030.0,0.0,10972.0,0.0,114.0,0.0,0.0,8122478592.0,1808404480.0,18204000256.0,71812726784.0,0.0,0.0
1556214247.551,50.048,6.737,40.841,0.321,0.0,2.053,10877526.0,5652056.0,2557344.0,7772535.0,2680677.0,7780228.0,2937262.0,7788441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24958965.0,6742181.0,0.0,0.0,0.0,0.0,2822602.0,7795008.0,54863569.0,60086114.0,0.0,50745344.0,0.0,63455232.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9163.0,0.0,10799.0,0.0,0.0,0.0,0.0,8123047936.0,1808404480.0,18239483904.0,71776673792.0,0.0,0.0
1556214248.551,49.632,7.159,40.972,0.224,0.0,2.013,10933884.0,5663257.0,2567307.0,7794657.0,2699066.0,7780093.0,2944711.0,7800851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24958781.0,6758928.0,0.0,0.0,0.0,0.0,2819603.0,7778253.0,54964248.0,60205196.0,0.0,50151424.0,0.0,63430656.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9019.0,0.0,10804.0,0.0,0.0,0.0,0.0,8124743680.0,1808404480.0,18276708352.0,71737753600.0,0.0,0.0
1556214249.551,55.866,7.465,33.657,0.690,0.0,2.321,10915938.0,5582501.0,2563796.0,7819339.0,2676218.0,7812514.0,2885681.0,7805694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25092878.0,6753727.0,0.0,0.0,0.0,0.0,2771548.0,7800171.0,54797415.0,60097546.0,0.0,182505472.0,0.0,195518464.0,0.0,0.0,0.0,0.0,0.0,748.0,0.0,1064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11945.0,0.0,14740.0,0.0,0.0,0.0,0.0,8122216448.0,1808412672.0,18548494336.0,71468486656.0,0.0,0.0
1556214250.552,51.716,6.643,38.970,0.413,0.0,2.257,10934264.0,5673840.0,2519130.0,7830699.0,2713091.0,7865311.0,2915608.0,7843574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25270365.0,6780736.0,0.0,0.0,0.0,0.0,2806207.0,7852823.0,55137971.0,60382517.0,0.0,78217216.0,0.0,95617024.0,0.0,139264.0,0.0,0.0,0.0,352.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10187.0,0.0,12131.0,0.0,13.0,0.0,0.0,8119816192.0,1808412672.0,18345762816.0,71673618432.0,0.0,0.0
1556214251.552,50.832,6.462,40.339,0.256,0.0,2.111,10908518.0,5729457.0,2578616.0,7807197.0,2699357.0,7818889.0,2979735.0,7778587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25095169.0,6756874.0,0.0,0.0,0.0,0.0,2861724.0,7821732.0,55216217.0,60296685.0,0.0,49926144.0,0.0,67837952.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8970.0,0.0,11527.0,0.0,0.0,0.0,0.0,8125034496.0,1808420864.0,18381586432.0,71632568320.0,0.0,0.0
1556214252.551,50.254,6.489,40.585,0.286,0.0,2.385,10918598.0,5703523.0,2565833.0,7825312.0,2706619.0,7842757.0,2955962.0,7829650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25131125.0,6763073.0,0.0,0.0,0.0,0.0,2831189.0,7839056.0,55209507.0,60424168.0,0.0,50253824.0,0.0,64335872.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,152.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9015.0,0.0,11009.0,0.0,0.0,0.0,0.0,8123711488.0,1808420864.0,18419310592.0,71596167168.0,0.0,0.0
1556214253.552,49.504,7.323,40.614,0.288,0.0,2.271,10962142.0,5681663.0,2545158.0,7787237.0,2734895.0,7854754.0,2935878.0,7841066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25096351.0,6808482.0,0.0,0.0,0.0,0.0,2841371.0,7842183.0,55169241.0,60446707.0,0.0,50733056.0,0.0,63942656.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9058.0,0.0,10885.0,0.0,0.0,0.0,0.0,8124329984.0,1808420864.0,18456887296.0,71557971968.0,0.0,0.0
1556214254.551,47.972,7.352,42.005,0.330,0.0,2.341,10943531.0,5675478.0,2555720.0,7842928.0,2715784.0,7882288.0,2928675.0,7849409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25289570.0,6781582.0,0.0,0.0,0.0,0.0,2837749.0,7889821.0,55310818.0,60542887.0,0.0,49381376.0,0.0,63774720.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8952.0,0.0,10945.0,0.0,0.0,0.0,0.0,8123121664.0,1808424960.0,18493521920.0,71522541568.0,0.0,0.0
1556214255.551,49.587,6.425,40.935,0.318,0.0,2.735,10918523.0,5679563.0,2559090.0,7787495.0,2690911.0,7787285.0,2940725.0,7789989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24966322.0,6763799.0,0.0,0.0,0.0,0.0,2816918.0,7778897.0,54954648.0,60176372.0,0.0,50237440.0,0.0,64057344.0,0.0,24576.0,0.0,0.0,0.0,92.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8995.0,0.0,10914.0,0.0,3.0,0.0,0.0,8123428864.0,1808424960.0,18528153600.0,71487602688.0,0.0,0.0
1556214256.551,49.344,7.387,40.614,0.320,0.0,2.335,10941422.0,5694801.0,2553189.0,7810031.0,2710099.0,7832900.0,2949162.0,7831523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25118323.0,6765872.0,0.0,0.0,0.0,0.0,2822354.0,7828938.0,55145853.0,60378614.0,0.0,52928512.0,0.0,67764224.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9092.0,0.0,11180.0,0.0,0.0,0.0,0.0,8125313024.0,1808424960.0,18556276736.0,71457595392.0,0.0,0.0
1556214257.551,49.474,6.913,40.841,0.287,0.0,2.485,10945319.0,5685327.0,2577357.0,7866691.0,2710835.0,7879102.0,2953790.0,7832337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25117041.0,6790429.0,0.0,0.0,0.0,0.0,2830283.0,7871317.0,55216066.0,60570628.0,0.0,50401280.0,0.0,64172032.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9063.0,0.0,10978.0,0.0,0.0,0.0,0.0,8121073664.0,1808424960.0,18593492992.0,71424618496.0,0.0,0.0
1556214258.551,54.425,8.535,34.236,0.661,0.0,2.142,10894454.0,5562018.0,2527566.0,7751738.0,2658896.0,7752651.0,2889234.0,7803583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25093289.0,6740013.0,0.0,0.0,0.0,0.0,2745392.0,7740216.0,54623784.0,59799892.0,0.0,177647616.0,0.0,188821504.0,0.0,0.0,0.0,0.0,0.0,744.0,0.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11707.0,0.0,14563.0,0.0,0.0,0.0,0.0,8120283136.0,1808441344.0,18855116800.0,71163768832.0,0.0,0.0
1556214259.551,51.415,7.267,38.746,0.418,0.0,2.154,10926975.0,5696873.0,2543123.0,7787955.0,2685611.0,7818325.0,2950178.0,7820542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25103680.0,6752473.0,0.0,0.0,0.0,0.0,2826647.0,7832256.0,55051253.0,60252173.0,0.0,87289856.0,0.0,111091712.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9973.0,0.0,12750.0,0.0,0.0,0.0,0.0,8123039744.0,1808441344.0,18662162432.0,71353966592.0,0.0,0.0
1556214260.552,50.223,6.769,40.709,0.287,0.0,2.011,10949148.0,5711225.0,2564621.0,7806993.0,2710634.0,7836113.0,2954615.0,7816165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25114568.0,6788861.0,0.0,0.0,0.0,0.0,2846502.0,7841528.0,55235820.0,60428887.0,0.0,51970048.0,0.0,66150400.0,0.0,53248.0,0.0,0.0,0.0,108.0,0.0,140.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9282.0,0.0,11283.0,0.0,7.0,0.0,0.0,8127336448.0,1808445440.0,18697900032.0,71313928192.0,0.0,0.0
1556214261.551,49.604,6.529,40.887,0.317,0.0,2.662,10951069.0,5713887.0,2567143.0,7826164.0,2720739.0,7837614.0,2959267.0,7837435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25133660.0,6784337.0,0.0,0.0,0.0,0.0,2857166.0,7846580.0,55312305.0,60538604.0,0.0,49930240.0,0.0,64151552.0,0.0,57462784.0,0.0,0.0,0.0,72.0,0.0,220.0,0.0,11628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8992.0,0.0,10932.0,0.0,119.0,0.0,0.0,8125841408.0,1808445440.0,18735255552.0,71278067712.0,0.0,0.0
1556214262.551,48.656,7.298,41.453,0.320,0.0,2.273,10940061.0,5671355.0,2566472.0,7812693.0,2712658.0,7844912.0,2930824.0,7819848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25121454.0,6795545.0,0.0,0.0,0.0,0.0,2831909.0,7836969.0,55154914.0,60410205.0,0.0,50028544.0,0.0,62799872.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9064.0,0.0,10741.0,0.0,0.0,0.0,0.0,8126988288.0,1808453632.0,18770104320.0,71242063872.0,0.0,0.0
1556214263.552,48.716,7.478,41.431,0.225,0.0,2.150,10899684.0,5659003.0,2561074.0,7818835.0,2706550.0,7831644.0,2939047.0,7788561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24967742.0,6730725.0,0.0,0.0,0.0,0.0,2836888.0,7838200.0,54965813.0,60269414.0,0.0,49795072.0,0.0,63868928.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8985.0,0.0,10825.0,0.0,0.0,0.0,0.0,8127238144.0,1808453632.0,18807484416.0,71204433920.0,0.0,0.0
1556214264.552,49.017,7.641,40.552,0.349,0.0,2.441,11007762.0,5720707.0,2594450.0,7893281.0,2703853.0,7842454.0,2982339.0,7900088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25289164.0,6840955.0,0.0,0.0,0.0,0.0,2840563.0,7882809.0,55576822.0,60847184.0,0.0,50855936.0,0.0,63909888.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9142.0,0.0,10880.0,0.0,0.0,0.0,0.0,8127672320.0,1808453632.0,18841776128.0,71169708032.0,0.0,0.0
1556214265.551,49.447,6.372,41.840,0.293,0.0,2.048,11002307.0,5740202.0,2589186.0,7843645.0,2740471.0,7902052.0,2980380.0,7892106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25313674.0,6830598.0,0.0,0.0,0.0,0.0,2854979.0,7861509.0,55682002.0,60846500.0,0.0,51146752.0,0.0,63987712.0,0.0,94208.0,0.0,0.0,0.0,140.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9241.0,0.0,10915.0,0.0,8.0,0.0,0.0,8129458176.0,1808453632.0,18879229952.0,71130468352.0,0.0,0.0
1556214266.551,48.867,6.893,41.974,0.356,0.0,1.909,10803613.0,5630690.0,2533207.0,7675997.0,2724843.0,7741182.0,2918436.0,7690951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24627486.0,6662063.0,0.0,0.0,0.0,0.0,2833283.0,7726752.0,54486789.0,59645736.0,0.0,49786880.0,0.0,62558208.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8907.0,0.0,10634.0,0.0,0.0,0.0,0.0,8129368064.0,1808453632.0,18913792000.0,71095996416.0,0.0,0.0
1556214267.551,54.873,7.866,34.554,0.669,0.0,2.038,11025545.0,5616187.0,2557090.0,7894189.0,2672941.0,7902299.0,2913669.0,7903117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25435977.0,6860868.0,0.0,0.0,0.0,0.0,2799519.0,7905763.0,55360882.0,60747239.0,0.0,173846528.0,0.0,191287296.0,0.0,0.0,0.0,0.0,0.0,668.0,0.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11759.0,0.0,14593.0,0.0,0.0,0.0,0.0,8129622016.0,1808470016.0,19175448576.0,70834069504.0,0.0,0.0
1556214268.551,51.055,8.024,37.948,0.480,0.0,2.494,10994636.0,5687874.0,2569704.0,7813028.0,2721587.0,7798830.0,2943410.0,7823392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25061426.0,6784382.0,0.0,0.0,0.0,0.0,2826398.0,7826448.0,55162415.0,60398315.0,0.0,101285888.0,0.0,115363840.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,10756.0,0.0,12748.0,0.0,0.0,0.0,0.0,8130715648.0,1808474112.0,18984226816.0,71024193536.0,0.0,0.0
1556214269.551,49.504,7.136,40.960,0.320,0.0,2.080,10845159.0,5691375.0,2543908.0,7791606.0,2721337.0,7876143.0,2962346.0,7812967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25148070.0,6729894.0,0.0,0.0,0.0,0.0,2813829.0,7828140.0,55088634.0,60238816.0,0.0,51421184.0,0.0,65142784.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9254.0,0.0,11111.0,0.0,0.0,0.0,0.0,8132415488.0,1808474112.0,19019669504.0,70987051008.0,0.0,0.0
1556214270.551,49.050,7.311,41.288,0.322,0.0,2.029,10877532.0,5684769.0,2553444.0,7763072.0,2714089.0,7799537.0,2932550.0,7765960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24945628.0,6733586.0,0.0,0.0,0.0,0.0,2862539.0,7804594.0,54956352.0,60113289.0,0.0,50810880.0,0.0,65183744.0,0.0,73728.0,0.0,0.0,0.0,216.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9155.0,0.0,11160.0,0.0,8.0,0.0,0.0,8129458176.0,1808474112.0,19057057792.0,70952620032.0,0.0,0.0
1556214271.551,49.650,7.261,40.732,0.255,0.0,2.102,10993852.0,5703974.0,2584558.0,7888294.0,2709870.0,7885359.0,2953779.0,7881669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25302555.0,6815048.0,0.0,0.0,0.0,0.0,2853901.0,7899768.0,55528295.0,60828735.0,0.0,50556928.0,4096.0,64086016.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9174.0,1.0,10911.0,0.0,0.0,0.0,0.0,8128835584.0,1808482304.0,19093770240.0,70916521984.0,0.0,0.0
1556214272.551,49.051,7.076,41.364,0.257,0.0,2.252,10969319.0,5672134.0,2545245.0,7795503.0,2708426.0,7839688.0,2946227.0,7815033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25126187.0,6811855.0,0.0,0.0,0.0,0.0,2828641.0,7840469.0,55165478.0,60420551.0,0.0,49131520.0,0.0,62705664.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8881.0,0.0,10694.0,0.0,0.0,0.0,0.0,8135839744.0,1808482304.0,19130597376.0,70872690688.0,0.0,0.0
1556214273.552,49.140,6.974,41.323,0.422,0.0,2.141,10981550.0,5752464.0,2581357.0,7866599.0,2728604.0,7847495.0,2971651.0,7837141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25139321.0,6810378.0,0.0,0.0,0.0,0.0,2874866.0,7907034.0,55447911.0,60753180.0,0.0,51429376.0,0.0,65372160.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,168.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9173.0,0.0,11138.0,0.0,0.0,0.0,0.0,8137281536.0,1808490496.0,19166801920.0,70835036160.0,0.0,0.0
1556214274.552,49.356,6.858,41.307,0.290,0.0,2.189,10982125.0,5713519.0,2573268.0,7822434.0,2733962.0,7896602.0,2951604.0,7836227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25304006.0,6811288.0,0.0,0.0,0.0,0.0,2843340.0,7854224.0,55514100.0,60647356.0,0.0,50237440.0,0.0,63655936.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9058.0,0.0,10876.0,0.0,0.0,0.0,0.0,8137396224.0,1808490496.0,19201613824.0,70800109568.0,0.0,0.0
1556214275.551,50.391,6.999,39.974,0.326,0.0,2.311,10856954.0,5664968.0,2540726.0,7670422.0,2716969.0,7731292.0,2910213.0,7712279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24628618.0,6685260.0,0.0,0.0,0.0,0.0,2840190.0,7728521.0,54510603.0,59723788.0,0.0,63893504.0,0.0,78835712.0,0.0,24576.0,0.0,0.0,0.0,220.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9550.0,0.0,11719.0,0.0,3.0,0.0,0.0,8146411520.0,1808490496.0,19228250112.0,70764457984.0,0.0,0.0
1556214276.551,54.311,7.943,34.776,0.613,0.0,2.357,10911406.0,5581270.0,2532911.0,7833123.0,2646180.0,7823792.0,2893025.0,7843149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25260882.0,6781898.0,0.0,0.0,0.0,0.0,2747510.0,7819553.0,54836075.0,60137423.0,0.0,169209856.0,0.0,188923904.0,0.0,57495552.0,0.0,0.0,0.0,804.0,0.0,872.0,0.0,11944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11643.0,0.0,14540.0,0.0,117.0,0.0,0.0,8137392128.0,1808502784.0,19486330880.0,70515384320.0,0.0,0.0
1556214277.551,51.860,7.986,37.139,0.513,0.0,2.502,11009472.0,5682589.0,2554072.0,7880709.0,2713177.0,7914415.0,2903404.0,7840024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25439080.0,6825483.0,0.0,0.0,0.0,0.0,2843919.0,7916235.0,55463027.0,60712808.0,0.0,110825472.0,0.0,125562880.0,0.0,0.0,0.0,0.0,0.0,496.0,0.0,384.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10541.0,0.0,13188.0,0.0,0.0,0.0,0.0,8142430208.0,1808506880.0,19298705408.0,70697967616.0,0.0,0.0
